algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,45,2.044685814238566,0.7847429803013801,0.608171003460884,nan,0.034246441305560225,0.03417747241134445,1000.0,0.0,nan,0,594,0,51234,0.09973733655288448,0.06008340059183958,0.29411764705882354,1.9633333333333334,0.42110711599097533,0.110927769318223,0.48628536042045145,0.2146643424530824,2.044685814238566,2.044685814238566,2.0446858142385658,4.440892098500626e-16,0.975,0.965776703868642,0.6952743832943247
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,46,2.0786677031269156,0.7852624812722206,0.6065766498446464,nan,0.03417785944683211,0.033697291053831575,1000.0,nan,nan,0,290,0,50420,0.10163857175099686,0.05915777964613436,0.0,0.9666666666666667,0.3784734947340829,0.10891802030305067,0.4483607453959329,0.21213220298290253,2.078667703126915,2.078667703126915,2.0786677031269156,0.0,0.99,0.9655484332420643,0.6963024043194027
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,47,2.1134879265457753,0.785794978439808,0.6049948281049728,nan,0.0320215264800936,0.03381313856691122,1000.0,0.0,nan,0,325,0,50707,0.08148833342739356,0.058289523572327584,0.125,1.08,0.27569077629595995,0.10785820243259271,0.3772783987224102,0.21059170265992483,2.113487926545776,2.1134879265457758,2.1134879265457758,4.440892098500626e-16,1.005,0.9652310514277334,0.692383818306375
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,48,2.1493007737632155,0.7864014825224876,0.6034691026806831,nan,0.033863402370895655,0.033060928874959546,1000.0,nan,nan,0,240,0,50364,0.11621146097457934,0.05734367639584062,0.0,0.8,0.558443410055978,0.10590216740965844,0.627634333712714,0.20593681653340656,2.1493007737632155,2.1493007737632155,2.1493007737632155,0.0,1.02,0.964939821356495,0.6947732145546248
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,49,2.1861402047376153,0.7870339804887772,0.6018403205275535,nan,0.03249795846641064,0.03281059458851814,1000.0,nan,nan,0,57,0,50371,0.0613906909157184,0.05644379471684232,0.0,0.19,0.2039652645587921,0.10409848888715108,0.3888449430465698,0.20229026024540264,2.1861402047376153,2.1861402047376153,2.1861402047376153,0.0,1.035,0.9648500781484532,0.6938475749274257
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,50,2.2240427388792705,0.7871919795870781,0.6006723606586456,0.9310847110847112,0.03191257640719414,0.33065249800682067,1000.0,0.9967532467532468,0.8784464690806634,50218,368,49,31,0.08564850452278608,0.0,45.57142857142857,167.55666666666667,0.40155185971941265,0.10265472523868084,0.599488765001297,0.23145674799879393,2.22404273887927,0.0,2.22404273887927,4.440892098500626e-16,1.05,0.9645378045996422,0.6821255396374865
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,51,2.2630477569582963,0.7876334792375564,0.5994305554032325,0.7107351591254397,0.03411230933852494,0.6128641202052434,1000.0,1.0,0.5579195842281897,50202,528,226,32,0.09639736517707218,0.0,37.75,168.09333333333333,0.28160895872861147,0.21891622612873712,0.17936639301478863,0.42900488391518593,2.2630477569582967,0.0,2.2630477569582967,4.440892098500626e-16,1.065,0.9642265572572549,0.6742943169383148
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,52,2.303197848143191,0.7869864815473556,0.6016736862063408,0.5526069210947834,0.03343129903078079,2.219726255933444,1000.0,1.0,0.3837667229639951,50027,345,218,30,0.06501256102213825,0.0,18.142857142857142,167.48333333333332,0.21199408599308558,0.7384007711211841,0.3627740740776062,1.5538083668549856,2.3031978481431916,0.0,2.3031978481431916,4.440892098500626e-16,1.08,0.963943047170846,0.6709807596592031
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.7845164802670479,0.6106930780410766,0.33438206332952786,0.030772153796120125,7.3601525751749675,1000.0,0.990909090909091,0.2170426507822742,50023,541,417,91,0.0809942865080972,0.0,11.272727272727273,168.13333333333333,0.4250886846672405,2.440891563495,0.6893410411748019,5.152106722195943,2.344539209861967,0.0,2.344539209861967,8.881784197001252e-16,1.095,0.9630457857266523,0.6673572207979676
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.7857079812884331,0.6087263634800911,0.823182209012685,0.03235634958202189,23.25836207707723,1000.0,0.9973544973544973,0.6101627962491313,50137,419,181,95,0.08603442791730832,0.0,21.636363636363637,167.72666666666666,0.6538237929344177,7.765723634560903,1.2564334002408115,16.2808531443278,2.387122109586507,0.0,2.387122109586507,4.440892098500626e-16,1.11,0.9621550956697267,0.658506611634095
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.7887134805321694,0.5964257049560547,0.9860888939603027,0.02899143542163074,80.16797175725301,1000.0,0.9954106280193237,0.9780190677966102,50172,279,5,46,0.08239435799170353,0.0,34.25,167.25666666666666,0.6036593429744244,26.82544983545939,1.2292364686727524,56.11757921218872,2.431001419315337,0.0,2.431001419315337,0.0,1.125,0.9617081951005239,0.6492166299506811
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.78957947909832,0.5941921210289002,1.0,0.029586979188024998,281.4277786763509,1000.0,1.0,1.0,50178,278,0,24,0.08094353670072367,0.0,46.333333333333336,167.26,0.8286109864711761,94.10093212763468,1.7127319971720378,196.99944000244142,2.476237235519775,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.961476985625516,0.63777886942806
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7895789805054665,0.5940153452754021,1.0,0.03194824579570975,991.1924616495768,1000.0,1.0,1.0,50646,746,0,144,0.07662391586151426,0.0,53.285714285714285,168.82,0.45763043420655386,330.69094182332356,0.924301049539021,693.8347059122722,2.5228955996813522,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.9600570426189695,0.6060423375151436
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.7898779794573784,0.5932408112287522,0.9995342338146249,0.032187319997894134,3479.7471044921876,1000.0,0.9990766389658357,1.0,50967,1068,0,229,0.08185307307908213,0.0,56.21052631578947,169.89,0.5088185103316056,1159.340390625,0.9669170160042612,2435.8229276529946,2.5710493373515253,0.0,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9578769212137264,0.5640471652315614
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.7905719795823097,0.5914942660927772,0.9995126705653021,0.032567304403831564,12154.366993001302,1000.0,0.9990310077519379,1.0,50691,792,0,75,0.07889039226267361,0.0,66.0,168.97,0.5976781249046326,4047.3966064453125,1.229820226629575,8508.05671468099,2.6207790369856485,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.9571398146459382,0.5372589172013823
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7906314787268639,0.5915301072597504,0.9993861264579498,0.03278553506566419,42349.60333007813,1000.0,0.9987789987789988,1.0,50417,518,0,51,0.07197867017206475,0.0,57.55555555555556,168.05666666666667,0.622708261013031,14097.949239908854,1.3005306058459811,29644.721783854166,2.6721741937302523,0.0,2.6721741937302523,4.440892098500626e-16,1.2,0.9566833200091408,0.5276145334879341
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.7909564813971519,0.5905341199040413,0.9994036970781157,0.029784312901588585,147278.6945703125,1000.0,0.9988165680473373,1.0,50541,642,0,115,0.07086814022763338,0.0,49.38461538461539,168.47,0.5152508295499362,49024.39146809896,0.9676793355208176,103095.08397786459,2.725334547975326,0.0,2.725334547975326,4.440892098500626e-16,1.215,0.9555792148732757,0.5048726483973295
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7912689766287804,0.5896750402450561,0.994147994147994,0.028893874544236395,511810.38536458334,1000.0,0.9885964912280701,1.0,50359,461,0,52,0.06769200991386455,0.0,51.22222222222222,167.86333333333334,0.5036607980728149,170355.2489453125,1.0944015317493014,358267.2632552083,2.7803716539313506,0.0,2.7803716539313506,0.0,1.2299999999999998,0.9550800157621591,0.4860788890499871
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.791308479309082,0.5895092824101448,0.9924938414112041,0.02954613823782314,1772833.3579166667,1000.0,0.9855477855477855,1.0,50338,441,0,95,0.07175479419317848,0.0,40.09090909090909,167.79333333333332,0.5058946230194785,590355.2492708333,0.9695060686631636,1240983.3330208333,2.837410719872669,0.0,2.837410719872669,4.440892098500626e-16,1.245,0.9542066963546258,0.47121029435028305
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7917229804396629,0.5886917304992676,0.9921770179345489,0.03024050859468324,6150707.76,1000.0,0.9848925449373588,1.0,50807,917,0,120,0.07648853137059967,0.0,65.5,169.35666666666665,0.5687957257032394,2047923.391875,1.1583892703056335,4305495.37375,2.8797317800857956,0.0,2.8797317800857956,0.0,1.26,0.9531554474599977,0.44581062535111593
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.7915454810857773,0.5901894626021386,1.0,0.02829928711677591,21371937.636666667,1000.0,1.0,1.0,50420,520,0,120,0.05548541760013757,0.0,43.333333333333336,168.06666666666666,0.3962213223179181,7113767.770833333,0.7757352193196615,14960356.073333334,2.9146882802902803,0.0,2.9146882802902803,0.0,1.275,0.9520566136582742,0.4319117072190474
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7926684781908989,0.5870115280151367,1.0,0.030961675802245736,73919403.90666667,1000.0,1.0,1.0,50300,400,0,40,0.060039735678220726,0.0,50.0,167.66666666666666,0.562143687158823,24620553.918333333,1.2240796834230423,51743581.68666667,2.9504496656185597,0.0,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9516864542195497,0.42416432875930243
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7926214790344238,0.586814332306385,0.9868707576733325,0.03191906972123044,256077436.61333334,1000.0,0.9763776881720431,1.0,50602,706,0,136,0.06301282188343997,0.0,50.42857142857143,168.67333333333335,0.4578345226390021,85292910.95333333,0.8302709247384753,179254201.74666667,2.9870369056922645,0.0,2.9870369056922645,0.0,1.305,0.950423907540744,0.4017788320994597
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7927359795570373,0.5865339878201484,0.9952153110047847,0.03217344172298908,890129749.8666667,1000.0,0.990909090909091,1.0,50462,563,0,79,0.06238159906800005,0.0,51.18181818181818,168.20666666666668,0.5043254765597257,296326400.61333334,1.0510811697353015,623090810.4,3.0244720059477883,0.0,3.0244720059477883,4.440892098500626e-16,1.32,0.949782313192167,0.38241885208308896
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7933289805054664,0.5849671751260758,1.0,0.031298358303805195,3077894353.92,1000.0,1.0,1.0,50236,336,0,20,0.04913471574074344,0.0,56.0,167.45333333333335,0.47152982155481976,1025345254.8266667,0.9421945127348105,2154526011.306667,3.062778081137312,0.0,3.062778081137312,0.0,1.335,0.9496030331726313,0.3752818429859018
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7932319793105126,0.5846423655748367,0.9957591673961677,0.030658964440226553,10675004348.586666,1000.0,0.9916190476190476,1.0,50119,221,0,18,0.07563004687844914,0.0,44.2,167.06333333333333,0.7795220494270325,3554874981.5466666,1.6756391286849976,7472502917.973333,3.101979435118868,0.0,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9494504978836507,0.36793777076594264
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7936249804496766,0.5841933777928352,1.0,0.034082907562454544,36961039288.32,1000.0,1.0,1.0,49979,79,0,6,0.0522011207707063,0.0,26.333333333333332,166.59666666666666,0.7744454940160116,12311444436.48,1.7770249048868816,25872726869.333332,3.142101647529123,0.0,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9494082366394765,0.3666715028213163
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7939014792442322,0.5837105730175972,1.0,0.028814160782429907,128148946725.54666,1000.0,1.0,1.0,50436,536,0,50,0.05998770109828647,0.0,59.55555555555556,168.12,0.5508840613894992,42679638200.32,1.1562803321414523,89704260908.37334,3.1831716679912256,0.0,3.1831716679912256,4.440892098500626e-16,1.38,0.9489662384157467,0.3548275582932764
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7935634794831276,0.5849523723125458,0.9991769547325103,0.029762081801891327,443583195190.61334,1000.0,0.9983739837398374,1.0,50610,711,0,159,0.06271151727387282,0.0,47.4,168.7,0.4718105693658193,147776158801.92,0.841304604212443,310508230519.4667,3.225217918574415,0.0,3.225217918574415,8.881784197001252e-16,1.395,0.9475563578484848,0.339121046266762
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7942214798927307,0.5831730180978775,1.0,0.032436856627464296,1536238379881.8132,1000.0,1.0,1.0,50256,356,0,8,0.07410298612390245,0.0,71.2,167.52,1.0212362289428711,511813773994.6667,2.4251595973968505,1075366849740.8,3.2682704052928386,0.0,3.2682704052928386,0.0,1.41,0.9474752288023643,0.3303113604247966
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7941409796476364,0.5829329279065132,0.9960342687615416,0.030083516781980343,5331129118228.48,1000.0,0.992215634606939,1.0,50370,473,0,89,0.06573566149713282,0.0,43.0,167.9,0.5134237056428735,1775593589309.44,0.9190961014140736,3731790313990.8267,3.3123608395086923,0.0,3.3123608395086923,0.0,1.425,0.946692259084077,0.3205932051140602
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7946199798583984,0.5825498509407043,1.0,0.02809186364439401,18493024669532.16,1000.0,1.0,1.0,50378,478,0,86,0.04797440919177765,0.0,43.45454545454545,167.92666666666668,0.4117157621817155,6158670907310.08,0.7993076118555936,12945117025402.88,3.3575227701898553,0.0,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9459888644794084,0.31125448650490567
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7945544776320458,0.5828253135085106,0.990703860000188,0.028767758856217067,63909590641322.664,1000.0,0.9822293447293446,1.0,50692,798,0,152,0.06349938962844208,0.0,53.2,168.97333333333333,0.450475287437439,21294854580469.76,0.8136933445930481,44736712735894.19,3.4037917280656296,0.0,3.4037917280656296,0.0,1.4549999999999998,0.9446491556508892,0.29812661784215644
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.7947564822435379,0.5823335871100426,0.997524702463188,0.029538716056517193,221748731310680.75,1000.0,0.9950783830987101,1.0,50296,399,0,29,0.0548691330522337,0.0,57.0,167.65333333333334,0.5700559275490897,73850599219309.23,1.227777898311615,155224108650113.72,3.4512053828263243,0.0,3.4512053828263243,4.440892098500626e-16,1.47,0.9444220539525416,0.29340611267533934
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.7949579805135727,0.5819425219297409,1.0,0.030309608827034634,766843326593761.2,1000.0,1.0,1.0,50141,241,0,26,0.05759361925426904,0.0,40.166666666666664,167.13666666666666,0.6067912876605988,255520612178111.16,1.2433191736539204,536790316938690.56,3.49980371462429,0.0,3.49980371462429,8.881784197001252e-16,1.485,0.9441746265714102,0.28582464700712884
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.7949009793996811,0.5823034876585007,0.9981738691416111,0.028633016376541212,2659197859450061.0,1000.0,0.9963909522010995,1.0,50486,588,0,130,0.047372740372281556,0.0,45.23076923076923,168.28666666666666,0.38292921964938825,885816470494249.0,0.698694123671605,1861438463922230.5,3.5496292012561854,0.0,3.5496292012561854,4.440892098500626e-16,1.5,0.9430452891478538,0.2789171358815271
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7950634807348251,0.5819668969511986,1.0,0.03099905396811664,9213195226021452.0,1000.0,1.0,1.0,50358,458,0,40,0.054173519712531475,0.0,57.25,167.86,0.6091472506523132,3069378376736877.0,1.1588445380330086,6449236499748618.0,3.600727022539672,0.0,3.600727022539672,8.881784197001252e-16,1.515,0.9426993531256675,0.27360218861371305
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7953504794836044,0.5813402968645096,1.0,0.029819111650188763,3.1927451812934016e+16,1000.0,1.0,1.0,49991,91,0,6,0.05199316808699725,0.0,30.333333333333332,166.63666666666666,0.7253164450327555,1.0636402947270902e+16,1.6101208527882893,2.234921599560756e+16,3.6531452835430205,0.0,3.6531452835430205,4.440892098500626e-16,1.53,0.9426401194646412,0.2731897184279017
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.795505978167057,0.5815773424506188,1.0,0.028198672644793987,1.1070146531764294e+17,1000.0,1.0,1.0,50380,480,0,70,0.057353513584666796,0.0,48.0,167.93333333333334,0.47014900147914884,3.687520233704129e+16,0.9154579639434814,7.74910244496081e+16,3.706935258484401,0.0,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9421166450707938,0.2656417345683274
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.7952429795265198,0.582439042031765,1.0,0.027567967772483826,3.839348162988868e+17,1000.0,1.0,1.0,50370,470,0,30,0.05190447083995535,0.0,67.14285714285714,167.9,0.48651819995471407,1.278754436103991e+17,0.8803456170218331,2.6875436714288656e+17,3.762151657289252,0.0,3.762151657289252,1.3322676295501878e-15,1.56,0.9418724365922334,0.25288274480777584
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7957544794678688,0.5812073802947998,0.9993243243243244,0.028048947686329484,1.327299012665268e+18,1000.0,0.9986559139784946,1.0,50437,538,0,41,0.06734518545257012,0.0,67.25,168.12333333333333,0.5712318643927574,4.423200475840302e+17,0.9006732834968716,9.291092882154848e+17,3.818852916980402,0.0,3.818852916980402,8.881784197001252e-16,1.575,0.9414956576282286,0.24714853008573337
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.7957919818162918,0.5812730392813683,1.0,0.02668735198676586,4.6069138974446715e+18,1000.0,1.0,1.0,50018,118,0,20,0.04906648556826123,0.0,23.6,166.72666666666666,0.5771958708763123,1.534509166518792e+18,1.0880753517150878,3.2248396608661827e+18,3.8747375410932245,0.0,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9413108024816831,0.24463118335395354
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7959919789433479,0.5816009491682053,0.9836421748186455,0.025276975395778816,inf,1000.0,0.9691932891299979,1.0,50166,270,0,20,0.06764595061555308,0.0,45.0,167.22,0.835112988948822,5.313262233868213e+18,1.24529034892718,inf,3.9162403730050594,0.0,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9410885270795211,0.24197142007569317
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7960924795269966,0.5810049819946289,1.0,0.027509127184748648,nan,1000.0,1.0,1.0,50104,204,0,16,0.046706547258804375,0.0,40.8,167.01333333333332,0.5876553773880004,nan,1.2070358514785766,nan,3.958594794875645,0.0,3.958594794875645,0.0,1.62,0.940967420834263,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.7958889785408974,0.5815786737203598,0.9944591806660772,0.0265732461379634,nan,1000.0,0.9892255892255891,1.0,50356,458,0,56,0.060890052293776545,0.0,50.888888888888886,167.85333333333332,0.5491455495357513,nan,1.0540552934010823,nan,4.0018218693288095,0.0,4.0018218693288095,8.881784197001252e-16,1.635,0.9404889914822273,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.7963919788599014,0.5811882320046425,0.9976546235539041,0.027360974944063594,nan,1000.0,0.9954081632653062,1.0,50437,539,0,164,0.053776960734766614,0.0,38.5,168.12333333333333,0.41711482618536266,nan,0.6484056838921138,nan,4.045943537463281,0.0,4.045943537463281,0.0,1.65,0.938979629301291,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7964634814858437,0.5811047461628914,1.0,0.025056577952844755,nan,1000.0,1.0,1.0,50217,317,0,32,0.06676281733171938,0.0,45.285714285714285,167.39,0.7457618287631443,nan,1.3039212226867676,nan,4.090982666874295,0.0,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.9386716159071476,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.7962869808077813,0.5813908648490905,0.9969816315680977,0.026465366340496323,nan,1000.0,0.9940366502866502,1.0,50559,662,0,73,0.05352788003392262,0.0,60.18181818181818,168.53,0.5001195614988153,nan,0.9208217046477578,nan,4.136963102650078,0.0,4.136963102650078,0.0,1.6800000000000002,0.93804591148177,nan
