algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,3.8468551373930495,0.8489146455128987,0.5055915719270706,nan,5.898661573727925,6.516988339424134,1000.0,0.0,nan,0,30604,0,206,29.594194094340008,32.777802000045774,207.69057337443033,220.23173301696778,0.9212581394249972,0.9762325932979219,4171.643847704973,358.7728221383793,0.9212581394249972,0.9762325932979219,2.087477472397138,3.5214737451934184,0.7185592899719874,0.6420915767550468,207.69057337443033,220.23173301696778,2.6610759815156504,1.0972464210226793,0.6464199378805341,0.9731208317579451,93.07726696777344,243.62858120027104
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,3.88076454354532,0.8466863113641739,0.5119056636095047,nan,5.755179975343787,6.16542949616909,1000.0,0.0,nan,0,32137,0,219,26.360563029413637,19.882852754592896,214.6272032364555,223.5787390899658,0.9508091889713941,0.9911797976353148,4773.221424119383,366.8003668605981,0.9508091889713941,0.9911797976353148,2.122379081531305,3.5586541487504166,0.664162920868915,0.607444331496954,214.6272032364555,223.5787390899658,2.696889108418949,1.096548386133487,0.613294230849219,0.9870160128852242,99.30434698486329,366.28833225373086
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,3.9099391935839733,0.8480163115262985,0.5080473101139069,nan,6.485398133595784,6.0527873969078065,1000.0,0.0,nan,0,30567,0,207,29.814327319463093,16.01952169895172,199.6126912434896,223.093816986084,0.8855269007777071,0.9891294869432551,5156.45929230127,373.88562997351505,0.8855269007777071,0.9891294869432551,2.159000265543619,3.5932816486150916,0.7433775116999944,0.5963584437221289,199.6126912434896,223.093816986084,2.732712818772208,1.0954442829668074,0.6046802777586118,0.9832651896131296,94.02823138427735,273.3092750046365
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,3.9359278093782484,0.8489993131160736,0.5038099491596222,nan,5.504240334033966,5.892658485174179,1000.0,0.0,nan,0,30723,0,207,25.519442240397137,20.418262481689453,203.7005157470703,223.45584259033203,0.9039827183237906,0.9902817254355744,5290.226464356386,376.0188631166144,0.9039827183237906,0.9902817254355744,2.198916258417746,3.6256706442589075,0.7042949795722961,0.5806000742316246,203.7005157470703,223.45584259033203,2.76961801275421,1.0874414456249906,0.5876016726471344,0.9853968759764168,94.2711494140625,277.372980391199
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,3.9653654735056865,0.849703978697459,0.5017665060361226,nan,5.870568643916737,5.76358709692955,1000.0,0.0,nan,0,30062,0,206,33.694886987859554,28.29843114852905,200.36513033780184,223.25140800476075,0.8885427699142401,0.989206667128711,5148.689314302262,379.2493867146995,0.8885427699142401,0.989206667128711,2.239777742753155,3.657181593492064,0.7136258753863248,0.5678912669420242,200.36513033780184,223.25140800476075,2.806739283048719,1.0781816583223685,0.575488805770874,0.9839587862312741,93.70859606933594,264.97091960052956
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,3.9953810911367027,0.8478686473766963,0.5072151909271876,nan,5.310072561105092,5.676296396255493,1000.0,0.0,nan,0,31184,0,218,11.840458273887634,18.184989404678344,215.38833808898926,222.18328079223633,0.9540376430914109,0.9852550465421751,5273.013035647709,376.8192532312941,0.9540376430914109,0.9852550465421751,2.2666660867765724,3.6878417847729668,0.6049254567672809,0.5592767287790775,215.38833808898926,222.18328079223633,2.83513636597513,1.0799939533170513,0.5641676639206707,0.981910324743879,99.21195254516601,403.8323270036077
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.047356965800977,0.848774645725886,0.5040506517887116,nan,5.470762115258437,5.546975600719452,1000.0,0.0,nan,0,30448,0,210,10.90869661477896,16.800063834190368,202.94120436448318,221.92205207824708,0.9004702011470109,0.9840756836928521,4585.711703701235,376.73940578785,0.9004702011470109,0.9840756836928521,2.3032030957532865,3.718040385394141,0.670022807442225,0.5465391154587269,202.94120436448318,221.92205207824708,2.869138011609628,1.0759981236526979,0.554075678819222,0.9789730016595378,94.04529214477539,269.9242666113721
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.09191765737359,0.8487853133678436,0.5049257504940033,nan,5.828068765004476,5.438246305584908,1000.0,0.0,nan,0,30855,0,211,29.25683447519938,10.454051604270935,195.2827941894531,221.39141639709473,0.8667036697746013,0.9814671403066602,5181.311275850836,379.48929452020644,0.8667036697746013,0.9814671403066602,2.336990731637852,3.74831867829037,0.707030059893926,0.5358230801671744,195.2827941894531,221.39141639709473,2.901521910298859,1.0717005382411033,0.5477677531713663,0.9734603865486097,94.41505038452148,307.2350560836076
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.127492129611356,0.8450506466627121,0.5178641060988108,nan,6.066187381744385,5.339253733158111,1000.0,0.0,nan,0,31205,0,221,29.989509084950324,16.70611909866333,196.50293897545856,220.64672225952148,0.871148749440508,0.9781716354782537,4650.177674524406,380.3312971889079,0.871148749440508,0.9781716354782537,2.3555429088912745,3.778475946553706,0.6873375708642213,0.5260735827684403,196.50293897545856,220.64672225952148,2.924716123956247,1.0794414049189351,0.5427061914061218,0.967133400595437,97.29782409667969,366.0406919036858
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.24949817428469,0.846411312421163,0.5131020762523015,nan,5.818037526948111,5.056559146642685,1000.0,0.0,nan,0,31107,0,209,21.945206233433314,15.952818870544434,191.32908630371094,222.64457290649415,0.8496308341373352,0.9867331620669583,5173.505873247961,386.010415577144,0.8496308341373352,0.9867331620669583,2.397675065336946,3.8041846421647905,0.7068945339747837,0.4982300616800785,191.32908630371094,222.64457290649415,2.9602788960680835,1.0726019714644295,0.5118810084657134,0.9777638508939924,94.41504357910156,299.2623306818005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.343509761970973,0.8457153119643529,0.5168875307838122,nan,6.067567282252842,4.977057862281799,1000.0,0.0,nan,0,31010,0,214,24.3322188589308,12.435828638076782,185.25371975368924,221.56676856994628,0.8224035814013582,0.9820339783457439,4098.899237265334,384.6016361629681,0.8224035814013582,0.9820339783457439,2.458729943367686,3.829582113074237,0.7357539070977105,0.49036087840795517,185.25371975368924,221.56676856994628,3.007070811250306,1.0591504508043474,0.5106226881162836,0.9688534868549231,95.29584133911133,301.4010270067393
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,4.440309501886692,0.8460499783356984,0.5170641114314397,nan,5.5888140598932905,4.738964537382126,1000.0,0.0,nan,0,31100,0,212,16.07503827412923,10.02148521900177,190.6222186618381,222.7702336883545,0.8456964255144076,0.9873677221288336,5178.4026569284015,389.5905150032333,0.8456964255144076,0.9873677221288336,2.5138612309540025,3.853288141360021,0.6868810554345449,0.466907010525465,190.6222186618381,222.7702336883545,3.0496319951164095,1.0443799735495802,0.48507000505924225,0.9756700921331471,95.97049334716797,342.2587016507158
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,4.451061178671244,0.8444339778025945,0.5241975772380829,nan,5.72857559862591,4.569286513328552,1000.0,0.0,nan,0,31570,0,216,10.668409075055804,9.004308409690857,195.34129696800596,222.87747604370117,0.864908765254065,0.9881977625585914,4726.171397588983,394.83072677798106,0.864908765254065,0.9881977625585914,2.536943382796895,3.876108024869326,0.6435530441147941,0.4501974073052406,195.34129696800596,222.87747604370117,3.0726092396258675,1.0489390869082946,0.468570567364067,0.976482518470831,97.35532489013671,356.4314894099297
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,4.6418344701202585,0.8461886449654897,0.5199516680836678,nan,6.133740099993619,4.3449603927135465,1000.0,0.0,nan,0,30771,0,207,23.68483467535539,4.059953589439392,182.2191689231179,223.90512573242188,0.8092208092140545,0.9923192359773921,5011.7880834994585,400.24845333504345,0.8092208092140545,0.9923192359773921,2.5699989336836686,3.897563696133841,0.7181343680078333,0.4280929134786129,182.2191689231179,223.90512573242188,3.1010248386637373,1.0464638339402312,0.4432135580275296,0.9827738203641375,93.57087200927734,270.3587191710055
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.844652979572614,0.5284037881096204,nan,6.19768414777868,4.280038342177868,1000.0,0.0,nan,0,31543,0,213,19.036455322714414,7.008892097473145,179.6488728242762,222.44779281616212,0.7965098828826179,0.9864297679248176,4147.203422832135,404.57998123540625,0.7965098828826179,0.9864297679248176,2.619691043423936,3.9196837337129917,0.7255888125475716,0.4217180993035436,179.6488728242762,222.44779281616212,3.1396881195395583,1.0396999948841648,0.4455236390507716,0.971551251585106,95.08717880249023,302.8369088704551
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,4.7464023579153265,0.8457096449534098,0.5247029728690783,nan,5.048363555561412,4.0620448577404025,1000.0,0.0,nan,0,30390,0,206,13.673613049767233,3.6469899052381516,202.06556424227628,223.27011764526367,0.8960253510767554,0.9899102607547802,5339.754532099075,408.66791863125263,0.8960253510767554,0.9899102607547802,2.6298172077398316,3.9413450906219167,0.551956366408955,0.40023136712610724,202.06556424227628,223.27011764526367,3.1544283608926658,1.0442887536254866,0.40814120121194286,0.9850157867905232,93.75348947143554,280.9417671586807
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,4.7464023579153265,0.8458659799893697,0.5266814600427946,nan,5.350423276424408,3.9154101330041886,1000.0,0.0,nan,0,30482,0,206,9.202034877105193,1.6798310543596744,188.8495733087713,223.10186950683592,0.836370554715144,0.9889054654671463,3828.6416927266646,413.6931174184238,0.836370554715144,0.9889054654671463,2.636573262307421,3.96243069620582,0.6347787776453928,0.3857935687154532,188.8495733087713,223.10186950683592,3.1669162358667804,1.0517174601661385,0.3987738402710424,0.9809534085085113,93.39543841552734,249.7073642073561
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.8275913124283155,0.7691479032238324,0.8359428135142787,6.113773039409092,5.41291347026825,1000.0,0.6630520769652382,0.9720085724191051,30204,604,207,1,35.15206732068743,30.154896183013918,175.51904296875,0.0,0.7781539527214967,0.0,4732.866357257595,0.0,0.7781539527214967,0.0,2.692675254171658,0.0,0.7170410262686866,0.0,175.51904296875,0.0,2.692675254171658,1.0650437104566601,0.7170410262686866,0.7781539527214967,8.190888671875,220.8670966720211
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8428189804156622,0.5436278333266577,0.9735708640109735,6.286320382898504,10.729898586273194,1000.0,0.6038457439050294,1.0,30287,421,97,109,60.04982376098633,67.44146909713746,171.5271689675071,0.0,0.7602818395977546,0.0,5105.668394515763,0.0,0.7602818395977546,0.0,2.730543219889581,0.0,0.7339093468405984,0.0,171.5271689675071,0.0,2.730543219889581,1.0702890420999065,0.7339093468405984,0.7602818395977546,6.289329528808594,187.20784113224465
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8435619799296061,0.5426955833037694,0.8965606681220769,6.27453088760376,17.39969575881958,1000.0,0.5833647134189343,1.0,30328,443,72,137,52.064949622521034,70.32175640106202,166.288573044997,0.0,0.7367584226376119,0.0,4248.317284358504,0.0,0.7367584226376119,0.0,2.780940865476139,0.0,0.7622291766680204,0.0,166.288573044997,0.0,2.780940865476139,1.0763819605608194,0.7622291766680204,0.7367584226376119,7.205838165283203,184.09374898886853
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8451019775867462,0.5361181045571963,0.8955998521431333,5.33109575510025,20.44491351366043,1000.0,0.6815591972326714,1.0,30243,457,112,94,30.758721351623535,73.3180731010437,178.93403498331705,0.0,0.7945145594251852,0.0,5654.820385868629,0.0,0.7945145594251852,0.0,2.8144238851812817,0.0,0.651819258928299,0.0,178.93403498331705,0.0,2.8144238851812817,1.0772089410742045,0.651819258928299,0.7945145594251852,7.157361399332682,226.19281543474517
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8448253120978674,0.5389671660463016,0.9060799835463776,5.778878716861501,30.480253648757934,1000.0,0.5465799501740589,1.0,30460,620,68,146,29.402044969446518,74.88953002929688,177.51223575367646,0.0,0.7870673254022664,0.0,5580.295424708903,0.0,0.7870673254022664,0.0,2.850342868231102,0.0,0.6493870686082279,0.0,177.51223575367646,0.0,2.850342868231102,1.0844221100823994,0.6493870686082279,0.7870673254022664,10.059026692708333,316.21674073350454
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.84535331428051,0.5368874793251356,0.9344012857078385,5.804575755045964,35.58724112033844,1000.0,0.6090384631100171,1.0,30193,410,121,88,31.475684532752403,68.00812953948974,171.91148611215445,0.0,0.7629466029105162,0.0,4891.4687908038595,0.0,0.7629466029105162,0.0,2.8824004041934526,0.0,0.6776204980336703,0.0,171.91148611215445,0.0,2.8824004041934526,1.1022901337269664,0.6776204980336703,0.7629466029105162,7.449497731526693,211.96364760150058
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.387102109771749,0.8464019799232483,0.5331749521692594,0.9448622500262275,5.611742925643921,43.05263447284698,1000.0,0.6279964780691578,1.0,30105,255,103,103,41.01120796203613,158.48023698806762,168.68190307617186,0.0,0.7471573767847586,0.0,6257.708060561658,0.0,0.7471573767847586,0.0,2.921097745984684,0.0,0.6970525801181793,0.0,168.68190307617186,0.0,2.921097745984684,1.103722979601158,0.6970525801181793,0.7471573767847586,5.622730102539062,208.59026868538862
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.387102109771749,0.8447366466124853,0.5390473325053851,0.8433293374759923,5.775422143936157,57.913021132946014,1000.0,0.34643107491698594,1.0,30242,598,114,102,38.86446113586426,88.74901056289673,159.20063552856445,0.0,0.7057232729058109,0.0,5285.29348582433,0.0,0.7057232729058109,0.0,3.0183505411121048,0.0,0.7643658474087716,0.0,159.20063552856445,0.0,3.0183505411121048,1.094656453980517,0.7643658474087716,0.7057232729058109,10.613375701904296,352.35289905495534
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.387102109771749,0.8434729782740275,0.5442569665114085,0.9019530550681714,5.8355699479579926,67.08305711746216,1000.0,0.4813005029207966,1.0,30617,939,68,152,34.16107130050659,190.61577127456664,167.02557182312012,0.0,0.7404136167532741,0.0,5839.8242379025905,0.0,0.7404136167532741,0.0,3.111294634034931,0.0,0.6835955083370209,0.0,167.02557182312012,0.0,3.111294634034931,1.0872874051239403,0.6835955083370209,0.7404136167532741,13.36204574584961,467.1859390322072
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.387102109771749,0.8438553122679392,0.543490341603756,0.9095444854919701,5.340569051106771,75.52050996780396,1000.0,0.506333105330251,1.0,30268,423,75,136,27.253865432739257,227.65778484344483,169.15241394042968,0.0,0.7495144048449641,0.0,5171.906554734165,0.0,0.7495144048449641,0.0,3.1593965020913846,0.0,0.653405116001765,0.0,169.15241394042968,0.0,3.1593965020913846,1.0865207720355294,0.653405116001765,0.7495144048449641,8.457620697021484,258.59532773670827
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.387102109771749,0.8439389791091283,0.5464351927240689,0.9375703501806447,5.864335705836614,90.51953488826751,1000.0,0.6651019700124691,1.0,30277,418,90,119,29.185240109761555,212.80373207092285,167.59996922810873,0.0,0.7441306508477509,0.0,3870.2914663202305,0.0,0.7441306508477509,0.0,3.189971678271335,0.0,0.6441055511434873,0.0,167.59996922810873,0.0,3.189971678271335,1.1066545802560614,0.6441055511434873,0.7441306508477509,6.7039987691243486,154.81165865280923
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.387102109771749,0.8432983126242956,0.5512097338835399,0.8412607179252876,5.621321901679039,109.19899020671845,1000.0,0.4267505985463206,1.0,30171,418,101,112,33.38623130321503,297.7374220085144,165.1561918258667,0.0,0.7327062944577655,0.0,5422.58863923108,0.0,0.7327062944577655,0.0,3.241015511985576,0.0,0.6580468565225601,0.0,165.1561918258667,0.0,3.241015511985576,1.1056351328356735,0.6580468565225601,0.7327062944577655,8.80833023071289,289.2047274256576
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.387102109771749,0.8428813117742538,0.5541303984324137,0.9300511338199142,5.751367479562759,134.63000425815582,1000.0,0.5454354710498119,1.0,30436,564,56,156,35.26346683502197,75.6956072807312,155.37554836273193,0.0,0.6888870171833548,0.0,4866.376602426238,0.0,0.6888870171833548,0.0,3.3113759773769442,0.0,0.7339471355080605,0.0,155.37554836273193,0.0,3.3113759773769442,1.1053959720063644,0.7339471355080605,0.6888870171833548,8.286695912679036,259.5400854627327
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.387102109771749,0.8418256457646688,0.5590973932544391,0.8863071709754077,5.267579599430687,137.76099650382994,1000.0,0.5555066074835845,1.0,30464,690,77,139,21.241051322535466,83.71994297981263,168.63486119320518,0.0,0.7475249133044162,0.0,5011.310761732427,0.0,0.7475249133044162,0.0,3.3571605152248463,0.0,0.5964393145159671,0.0,168.63486119320518,0.0,3.3571605152248463,1.11274740544422,0.5964393145159671,0.7475249133044162,10.680207875569662,317.3830149097204
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.387102109771749,0.8411889765659968,0.5667941903074583,0.9233526402596516,6.067551056543986,143.77030951499938,1000.0,0.7196736436557983,1.0,30893,963,15,199,38.876488791571724,55.25389320373535,159.67149607340494,0.0,0.7073397046424927,0.0,5157.647939736736,0.0,0.7073397046424927,0.0,3.4244961276626356,0.0,0.6662283837795258,0.0,159.67149607340494,0.0,3.4244961276626356,1.1038134194083364,0.6662283837795258,0.7073397046424927,9.580289764404297,309.45887638420413
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.4848185624876615,0.8404423109690349,0.5709377577900887,0.8925208780746438,4.918920905966508,144.1165452528,1000.0,0.6423411267162983,1.0,30575,758,59,156,25.510636179070723,84.42231782913208,160.77628286261307,0.0,0.713592358581745,0.0,4639.274748413206,0.0,0.713592358581745,0.0,3.4575688480989726,0.0,0.633084701864343,0.0,160.77628286261307,0.0,3.4575688480989726,1.1215186242397708,0.633084701864343,0.713592358581745,10.182497914632162,293.82073406616973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.4848185624876615,0.8402489789326986,0.5744194667538007,0.888546029024114,5.081254869699478,150.43787486076354,1000.0,0.5134611366681948,1.0,30360,574,94,118,27.746527433395386,65.3745482635498,160.2056884765625,0.0,0.7100985143504995,0.0,4090.8471809994135,0.0,0.7100985143504995,0.0,3.4909588630905333,0.0,0.6261068377643824,0.0,160.2056884765625,0.0,3.4909588630905333,1.141220312846899,0.6261068377643824,0.7100985143504995,8.544303385416667,218.1785163199687
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.4848185624876615,0.8395263135433197,0.5787180350224177,0.8363731409043473,5.308888381719589,156.65137679100036,1000.0,0.4501329149970785,1.0,30389,623,65,153,17.62972025871277,108.72084157943726,156.79568176269532,0.0,0.6952390143354156,0.0,4898.036750973384,0.0,0.6952390143354156,0.0,3.5893208450168763,0.0,0.6701061889529228,0.0,156.79568176269532,0.0,3.5893208450168763,1.109972357513318,0.6701061889529228,0.6952390143354156,10.453045450846354,326.5357833982256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.730282185782017,0.8386506464083989,0.5874471890926362,0.8276283013367194,5.740421590350923,162.8671375465393,1000.0,0.5687018144682876,1.0,30677,822,21,196,36.13166055225191,63.49965005874634,151.2054159981864,0.0,0.6703536991315118,0.0,5085.092440353183,0.0,0.6703536991315118,0.0,3.6744008791359786,0.0,0.6876476917948041,0.0,151.2054159981864,0.0,3.6744008791359786,1.1114318614848568,0.6876476917948041,0.6703536991315118,10.584379119873047,355.95647082472277
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.730282185782017,0.8405166441202163,0.5799291074275971,0.9910209066971225,4.762015912267897,164.36975403785706,1000.0,0.4365726227795193,1.0,30096,262,121,83,46.340719858805336,79.42195625305176,153.72225443522134,0.0,0.6808421576084069,0.0,4781.892706950414,0.0,0.6808421576084069,0.0,3.7097039076515905,0.0,0.6705421970950233,0.0,153.72225443522134,0.0,3.7097039076515905,1.1041264398631392,0.6705421970950233,0.6808421576084069,4.611667633056641,143.45678120851244
