algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,0,1.9060445256894678,0.3831764896959066,2.0926845923066137,nan,0.5642209003369013,0.17518180400133132,1000.0,0.0,nan,0,10554,0,108,1296.1441014128511,0.0,225.68775939941406,0.0,1.0,0.0,0.05718133577068404,0.0,225.68775939941406,0.0,0.263758605287876,0.005038816402666271,1.0,0.0,1.0,0.0,0.05718133577068404,0.3251468389155951,1.0,1.0,6.770632781982422,38.88432304238553
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,1,1.9659741252658238,0.5574134866148234,1.8823010802268982,nan,0.6074253446177432,0.18107693821191786,1000.0,0.0,nan,0,10847,0,117,1243.9245639820172,0.0,224.92746694464432,0.0,0.9972465119571455,0.0,0.139664533905693,0.0,224.92746694464432,0.0,0.2611564619981341,0.009190842960961162,0.9972465119571455,0.0,0.9927309939735814,0.0,0.139664533905693,0.4995638601889965,0.9927309939735814,0.9972465119571455,10.684054679870606,59.08641678914581
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,2,2.0560367436660916,0.6534107327461243,1.6675059288740157,nan,0.6022865176200867,0.18461423307657243,1000.0,0.0,nan,0,10941,0,117,1219.8326808568495,0.0,221.68548431396485,0.0,0.9823179393164434,0.0,0.23335628942988634,0.0,221.68548431396485,0.0,0.30313685367582366,0.01036650437861681,0.9823179393164434,0.0,0.9978379219770431,0.0,0.23335628942988634,0.6320097841142802,0.9978379219770431,0.9823179393164434,11.084274215698242,60.99163404284247
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,3,2.112043455706525,0.7120824815332889,1.4622715091705323,nan,0.584235617408046,0.1811925272643566,1000.0,0.0,nan,0,11475,0,125,1250.8282205817654,0.0,219.3743608262804,0.0,0.9727036045485705,0.0,0.3594319235512643,0.0,219.3743608262804,0.0,0.27758814046952734,0.01769318610429764,0.9727036045485705,0.0,0.9976731604999967,0.0,0.3594319235512643,0.7609593705879781,0.9976731604999967,0.9727036045485705,14.807769355773926,84.43090488926914
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,4,2.112043455706525,0.7534057308733463,1.280869413614273,nan,0.5677492817242941,0.17322420164942742,1000.0,0.0,nan,0,10801,0,115,1310.5902998944061,0.0,217.6315426296658,0.0,0.9639957422273286,0.0,0.4468103189440433,0.0,217.6315426296658,0.0,0.2608631245610822,0.008737078439444303,0.9639957422273286,0.0,0.996662845214208,0.0,0.4468103189440433,0.8296145783288101,0.996662845214208,0.9639957422273286,9.793419418334961,58.976563495248286
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,5,2.2698941059038136,0.7817462302744389,1.125982477515936,nan,0.69250930680169,0.1623282963037491,1000.0,0.0,nan,0,11465,0,115,1428.71162327729,0.0,217.9486821492513,0.0,0.9669827805622364,0.0,0.5167823666558091,0.0,217.9486821492513,0.0,0.1606327368515647,0.018179418267682195,0.9669827805622364,0.0,0.9834389521016015,0.0,0.5167823666558091,0.8783371391499805,0.9834389521016015,0.9669827805622364,9.807690696716309,64.29202304747805
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,6,2.2698941059038136,0.8019234801828862,1.0015261571109295,nan,0.6753183901309967,0.1483584688603878,1000.0,0.0,nan,0,10733,0,115,1588.1682516708938,0.0,218.29557376437717,0.0,0.9675166435225293,0.0,0.5881650592086097,0.0,218.29557376437717,0.0,0.31092863832600415,0.006984120928682387,0.9675166435225293,0.0,0.9726554685168796,0.0,0.5881650592086097,0.9215068575077915,0.9726554685168796,0.9675166435225293,9.823300819396973,71.46757132519022
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,7,2.376147185748644,0.815708478987217,0.9026372852921486,nan,0.6438185328787024,0.13495079204440116,1000.0,0.0,nan,0,10932,0,118,1748.9284569740898,0.0,215.78845839066938,0.0,0.9568482532928848,0.0,0.6788808115407596,0.0,215.78845839066938,0.0,0.3240693512647836,0.007990811727941036,0.9568482532928848,0.0,0.9737724201245741,0.0,0.6788808115407596,0.9694007767345749,0.9737724201245741,0.9568482532928848,11.868365211486816,96.19106513357494
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,8,2.403861906636235,0.8259572286903858,0.8242171427607536,nan,0.7032937782782095,0.12265416637063026,1000.0,0.0,nan,0,11585,0,125,1960.2249294699225,0.0,218.47864278157553,0.0,0.9687463618525946,0.0,0.7737290846134871,0.0,218.47864278157553,0.0,0.3184629622846842,0.017301719710230826,0.9687463618525946,0.0,0.9505695943479184,0.0,0.7737290846134871,1.0129782695299374,0.9505695943479184,0.9687463618525946,14.747308387756348,132.31518273921975
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,9,2.4530679252168093,0.8336994779109955,0.7617050246894359,nan,0.6978243788083395,0.11200466223061084,1000.0,0.0,nan,0,11615,0,121,2192.3709076622654,0.0,218.277312596639,0.0,0.9690012037737153,0.0,0.8581005879416044,0.0,218.277312596639,0.0,0.22015871912784254,0.018273650147020818,0.9690012037737153,0.0,0.9397438019514084,0.0,0.8581005879416044,1.0444722017654462,0.9397438019514084,0.9690012037737153,13.09663875579834,131.54225445973591
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,10,2.4530679252168093,0.8396632291376591,0.7120831549167633,nan,0.7589319348335266,0.1029486195743084,1000.0,0.0,nan,0,11421,0,121,2347.374566852548,0.0,212.5766086578369,0.0,0.9419366408394261,0.0,0.9502165969037233,0.0,212.5766086578369,0.0,0.26004870018611353,0.014378596469759941,0.9419366408394261,0.0,0.9589990178743998,0.0,0.9502165969037233,1.0721055842992595,0.9589990178743998,0.9419366408394261,12.754596519470216,140.8424740111529
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,11,2.4566712974361176,0.845052230656147,0.6711927837133408,nan,0.8406114379564921,0.09652360826730728,1000.0,0.0,nan,0,11769,0,121,2635.965059560662,0.0,214.96103731791177,0.0,0.9524475237953274,0.0,1.0198327826361882,0.0,214.96103731791177,0.0,0.22425694388221018,0.02020348370075226,0.9524475237953274,0.0,0.9368037159244219,0.0,1.0198327826361882,1.0894473519468786,0.9368037159244219,0.9524475237953274,12.897662239074707,158.15790357363974
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,12,2.4896114910721288,0.8492624787986278,0.637518968731165,nan,0.7625870691693347,0.09009263932704925,1000.0,0.0,nan,0,11958,0,120,2907.902490250045,0.0,214.67773570185122,0.0,0.9517760703677255,0.0,1.0961081923745193,0.0,214.67773570185122,0.0,0.12204482630097671,0.02173343879170716,0.9517760703677255,0.0,0.9268754772517992,0.0,1.0961081923745193,1.1036155639595417,0.9268754772517992,0.9517760703677255,12.343969802856446,167.20439318937767
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,13,2.5468048375345598,0.8526459789276123,0.6101003976166248,nan,0.8792502745985985,0.08495225012302399,1000.0,0.0,nan,0,10436,0,116,2963.6598062841254,0.0,211.42030715942383,0.0,0.9377835906019365,0.0,1.1425811993051094,0.0,211.42030715942383,0.0,0.31668989211320875,0.0027857751958072184,0.9377835906019365,0.0,0.9320254296064376,0.0,1.1425811993051094,1.1116069262979342,0.9320254296064376,0.9377835906019365,10.571015357971191,148.18299031420625
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,14,2.5468048375345598,0.8557792297005653,0.5865755297243596,nan,0.848062264919281,0.08071031980216503,1000.0,0.0,nan,0,10786,0,112,3173.098615471342,0.0,207.50821431477866,0.0,0.9195823128353524,0.0,1.1956126932913815,0.0,207.50821431477866,0.0,0.1607287977822125,0.006807004313450307,0.9195823128353524,0.0,0.9422285596529643,0.0,1.1956126932913815,1.1181344740156114,0.9422285596529643,0.9195823128353524,7.781558036804199,118.99119808017532
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,15,2.579071073848239,0.8585174781084061,0.5664291904866695,nan,0.87845188946951,0.07692869521677494,1000.0,0.0,nan,0,10851,0,117,3444.1267221846742,0.0,211.21457199823288,0.0,0.9364381022195281,0.0,1.249910928071278,0.0,211.21457199823288,0.0,0.2243492156821525,0.006362064119894057,0.9364381022195281,0.0,0.9120141466458639,0.0,1.249910928071278,1.1236903623428494,0.9120141466458639,0.9364381022195281,11.088765029907227,180.8166529146954
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,16,2.579071073848239,0.8608597287535668,0.5489034633338451,nan,1.0568748399615289,0.07602608378976583,1000.0,0.0,nan,0,11693,0,117,3757.754056668439,0.0,210.096142578125,0.0,0.9308800283607319,0.0,1.2840116531460524,0.0,210.096142578125,0.0,0.12975014158291742,0.018856905782595277,0.9308800283607319,0.0,0.9076021671295166,0.0,1.2840116531460524,1.1312958791907897,0.9076021671295166,0.9308800283607319,10.50480712890625,187.88770283342194
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,17,2.626898729085254,0.8628894774615765,0.5338111034035683,nan,0.7692940764957004,0.07427575796842575,1000.0,0.0,nan,0,10688,0,114,3778.822541968528,0.0,208.315188937717,0.0,0.9228365772388997,0.0,1.3450503234749636,0.0,208.315188937717,0.0,0.2740820362750027,0.004990023258142173,0.9228365772388997,0.0,0.9061573280228509,0.0,1.3450503234749636,1.1329842986093348,0.9061573280228509,0.9228365772388997,9.374183502197265,170.04701438858376
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,18,2.681773133119602,0.8648467287421227,0.5205065509676934,nan,0.9182708632378351,0.07161183252930642,1000.0,0.0,nan,0,11038,0,118,4081.680158402158,0.0,212.51549057733445,0.0,0.9427469637692315,0.0,1.3959939008495725,0.0,212.51549057733445,0.0,0.1935684222594968,0.008337730416096747,0.9427469637692315,0.0,0.8713269659451076,0.0,1.3959939008495725,1.1350406292622033,0.8713269659451076,0.9427469637692315,11.157063255310058,214.2882083161133
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,19,2.7414324404760406,0.8664587296545505,0.50873077750206,nan,0.9051596572001775,0.07077531542629004,1000.0,0.0,nan,0,11155,0,115,4141.06405178675,0.0,206.46300252278647,0.0,0.9144870743941096,0.0,1.4467765622873352,0.0,206.46300252278647,0.0,0.12239938431108992,0.011322548054158688,0.9144870743941096,0.0,0.8941568732261658,0.0,1.4467765622873352,1.1353641384085593,0.8941568732261658,0.9144870743941096,9.290835113525391,186.34788233040373
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,20,2.9799135515809363,0.8678894779086113,0.4980931083112955,nan,0.7764430249279196,0.07042353823781014,1000.0,0.0,nan,0,11147,0,119,4242.53155916226,0.0,203.47331862016156,0.0,0.9029667980269921,0.0,1.507814582843552,0.0,203.47331862016156,0.0,0.1853897508593615,0.010005144122987985,0.9029667980269921,0.0,0.8971138623627749,0.0,1.507814582843552,1.1358742683433871,0.8971138623627749,0.9029667980269921,11.191032524108886,233.33923575392436
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,21,2.9799135515809363,0.8693887281417847,0.4885871846973896,nan,0.8778725624084472,0.06887048579752446,1000.0,0.0,nan,0,10623,0,111,4385.9231614803875,0.0,204.9648895263672,0.0,0.9090617795086243,0.0,1.5413366094909113,0.0,204.9648895263672,0.0,0.2364723813875268,0.003726493353024125,0.9090617795086243,0.0,0.8785104274749755,0.0,1.5413366094909113,1.1372669251478682,0.8785104274749755,0.9090617795086243,7.68618335723877,164.47211855551453
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,22,2.9799135515809363,0.8705484800040721,0.4802988504618406,nan,0.9912306627501613,0.06779722414910794,1000.0,0.0,nan,0,11226,0,120,4581.876776006213,0.0,206.41858374554178,0.0,0.9146868648133255,0.0,1.5915848907840735,0.0,206.41858374554178,0.0,0.21463112861080014,0.01109430485405028,0.9146868648133255,0.0,0.8602299819821897,0.0,1.5915848907840735,1.1383429041991808,0.8602299819821897,0.9146868648133255,11.869068565368652,263.4579146203572
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,23,3.0621573895700696,0.8716534788906575,0.47259272292256355,nan,0.9309756540589862,0.06683405701071024,1000.0,0.0,nan,0,10830,0,114,4627.191993948426,0.0,200.58035278320312,0.0,0.8905365210666307,0.0,1.64912962410658,0.0,200.58035278320312,0.0,0.22209114285134193,0.006341785830445587,0.8905365210666307,0.0,0.8791707257429758,0.0,1.64912962410658,1.136643671052779,0.8791707257429758,0.8905365210666307,9.026115875244141,208.22363972767923
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,24,3.100161823503406,0.8725874787569046,0.46589993700385096,nan,0.9305543648569208,0.06632401287555695,1000.0,0.0,nan,0,10916,0,116,4881.732149061141,0.0,201.6978944477282,0.0,0.8942850422582381,0.0,1.700299674004822,0.0,201.6978944477282,0.0,0.20756460617198363,0.007330190148204565,0.8942850422582381,0.0,0.8631408998840734,0.0,1.700299674004822,1.1351836502127703,0.8631408998840734,0.8942850422582381,9.58064998626709,231.88227708040415
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,25,3.201766695924152,0.8735789795219898,0.459406126216054,nan,0.7397513857909611,0.06529503274708987,1000.0,0.0,nan,0,10684,0,110,4665.568045204933,0.0,189.06244659423828,0.0,0.8381793954542783,0.0,1.7604927802862298,0.0,189.06244659423828,0.0,0.16581786270918591,0.005266978866420686,0.8381793954542783,0.0,0.9237563524927411,0.0,1.7604927802862298,1.1322382093938663,0.9237563524927411,0.8381793954542783,6.61718563079834,163.29488158217268
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,26,3.266090579530224,0.8744502280652523,0.453630064278841,nan,0.8614561890854555,0.06419442407786846,1000.0,0.0,nan,0,10314,0,112,5182.3693252962485,0.0,206.29075353285845,0.0,0.9151671574627599,0.0,1.8068581667210362,0.0,206.29075353285845,0.0,0.2227914686561288,0.002324200854636729,0.9151671574627599,0.0,0.8130921791581547,0.0,1.8068581667210362,1.1299610960032669,0.8130921791581547,0.9151671574627599,8.767357025146485,220.2506963250906
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,27,3.305332854005913,0.875089727640152,0.44862026125192644,nan,0.8907561017119366,0.06518425066024065,1000.0,0.0,nan,0,10581,0,119,5107.893967569978,0.0,199.91781218155572,0.0,0.8864086892228135,0.0,1.8641322196522183,0.0,199.91781218155572,0.0,0.22499231133690994,0.0033760931668803096,0.8864086892228135,0.0,0.8388361282970594,0.0,1.8641322196522183,1.1268830677637565,0.8388361282970594,0.8864086892228135,11.495274200439454,293.70390313527366
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,28,3.335308650633853,0.8759042276442051,0.44371428079903125,nan,0.8198770341964868,0.06507982920855283,1000.0,0.0,nan,0,11524,0,122,5200.204158813146,0.0,197.83939361572266,0.0,0.8772283839775121,0.0,1.933399492625527,0.0,197.83939361572266,0.0,0.168820958575592,0.013887102883309126,0.8772283839775121,0.0,0.8393129729307615,0.0,1.933399492625527,1.1238872031574025,0.8393129729307615,0.8772283839775121,12.859560585021972,338.0132703228545
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,29,3.370974349797376,0.8766542275249958,0.4389720714837313,nan,0.812259316444397,0.06387388091534377,1000.0,0.0,nan,0,10671,0,113,5441.399514378855,0.0,198.46900346544055,0.0,0.8796644397853651,0.0,1.96846842232138,0.0,198.46900346544055,0.0,0.26598230360670844,0.004081674718763679,0.8796644397853651,0.0,0.8243922624323103,0.0,1.96846842232138,1.1242712284646188,0.8243922624323103,0.8796644397853651,8.931105155944824,244.8629781470485
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,30,3.411208776345109,0.877141227722168,0.43511697225272655,nan,0.9139035263886819,0.0641087543964386,1000.0,0.0,nan,0,10983,0,123,5381.213654808986,0.0,195.19431480994592,0.0,0.8652011995963442,0.0,2.0343435307642967,0.0,195.19431480994592,0.0,0.22039080939542216,0.005831816769205034,0.8652011995963442,0.0,0.8321005403995514,0.0,2.0343435307642967,1.119967931903087,0.8321005403995514,0.8652011995963442,12.687630462646485,349.77888756258403
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,31,3.4562171457165083,0.8776199781894684,0.43139395050704477,nan,1.1236071498954998,0.06450011592358351,1000.0,0.0,nan,0,10724,0,114,5367.844565728219,0.0,195.11470121495864,0.0,0.8639280328902127,0.0,2.062932076689506,0.0,195.11470121495864,0.0,0.35740626115790186,0.005408770621288568,0.8639280328902127,0.0,0.8220988231546739,0.0,2.062932076689506,1.1213620985911927,0.8220988231546739,0.8639280328902127,8.292374801635741,228.1333940434493
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,32,3.5061202247651524,0.878328228443861,0.4276554809510708,nan,0.9799295693635941,0.06547906462103129,1000.0,0.0,nan,0,11322,0,118,5508.947453056686,0.0,191.01073150634767,0.0,0.8454299763310351,0.0,2.1203075946060195,0.0,191.01073150634767,0.0,0.11646528174751439,0.012258986616507173,0.8454299763310351,0.0,0.8357349067926407,0.0,2.1203075946060195,1.1159841941729942,0.8357349067926407,0.8454299763310351,9.550536575317382,275.44737265283425
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,33,3.5609487158710795,0.8787694790959358,0.42453915014863014,nan,1.1068496488862567,0.06470234625041485,1000.0,0.0,nan,0,10688,0,114,5468.9893865405165,0.0,189.25859832763672,0.0,0.8390632685382128,0.0,2.15924788894542,0.0,189.25859832763672,0.0,0.21284111259349933,0.0050081104878336195,0.8390632685382128,0.0,0.8328897356987,0.0,2.15924788894542,1.1138223810974452,0.8328897356987,0.8390632685382128,8.516636924743652,246.10452239432328
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,34,3.620645994842278,0.8790834780037403,0.4218006821721792,nan,1.1235362846275856,0.06340463023632764,1000.0,0.0,nan,0,11800,0,126,5646.001748134845,0.0,192.88257572568696,0.0,0.8551764689472997,0.0,2.204801434666027,0.0,192.88257572568696,0.0,0.18224580416552208,0.01616182304918766,0.8551764689472997,0.0,0.7985218804458092,0.0,2.204801434666027,1.1132772253048835,0.7985218804458092,0.8551764689472997,13.983986740112305,409.33512673977634
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,35,3.685078640472122,0.8795984774827957,0.41893902026116847,nan,1.1239622104912996,0.06339704170823098,1000.0,0.0,nan,0,10992,0,114,5727.024008995366,0.0,189.17520427703857,0.0,0.8393242493302357,0.0,2.243610694869218,0.0,189.17520427703857,0.0,0.23471604008955183,0.008992515401914716,0.8393242493302357,0.0,0.8089421950280666,0.0,2.243610694869218,1.1091340332016175,0.8089421950280666,0.8393242493302357,7.567008171081543,229.08096035981464
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,36,3.754052792860233,0.8799174779653549,0.4163169315457344,nan,0.8608316508206454,0.06281508777290583,1000.0,0.0,nan,0,10912,0,118,5778.09786582001,0.0,183.3521492697976,0.0,0.812452505071226,0.0,2.313031928600004,0.0,183.3521492697976,0.0,0.15526848418680442,0.005592717285035178,0.812452505071226,0.0,0.8354879265481775,0.0,2.313031928600004,1.0948689463674643,0.8354879265481775,0.812452505071226,10.084368209838868,317.7953826201005
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,37,3.827333565551222,0.8803624770045281,0.4137633663415909,nan,1.0258369041340691,0.0626021920517087,1000.0,0.0,nan,0,10512,0,110,5833.311768601603,0.0,183.37544141496932,0.0,0.8131405060313803,0.0,2.360175651935567,0.0,183.37544141496932,0.0,0.19654535013251007,0.002086390110198408,0.8131405060313803,0.0,0.822788342833519,0.0,2.360175651935567,1.0850858140157766,0.822788342833519,0.8131405060313803,6.418140449523926,204.1659119010561
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,38,3.905017676249213,0.8805009773373604,0.41195241212844846,nan,1.1503240605816245,0.06369109580293297,1000.0,0.0,nan,0,11911,0,129,6220.053288318786,0.0,194.2085099220276,0.0,0.8605059643932103,0.0,2.3954408592989704,0.0,194.2085099220276,0.0,0.26694031773877214,0.01688033000566065,0.8605059643932103,0.0,0.7416953891515732,0.0,2.3954408592989704,1.0920386222341325,0.7416953891515732,0.8605059643932103,15.536680793762207,497.6042630655029
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,39,4.038424205426209,0.8808447279036045,0.4096771749854088,nan,0.8914455622434616,0.06431623982265591,1000.0,0.0,nan,0,11076,0,118,5921.661866176405,0.0,186.41963272094728,0.0,0.8272525121972449,0.0,2.4404068559265926,0.0,186.41963272094728,0.0,0.13936275369487702,0.008692137813195586,0.8272525121972449,0.0,0.7781639277935029,0.0,2.4404068559265926,1.0874342948707068,0.7781639277935029,0.8272525121972449,9.320981636047364,296.0830933088202
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,40,4.070447429980684,0.8812089788913727,0.4077232627570629,nan,1.104901115099589,0.06304160119965672,1000.0,0.0,nan,0,11385,0,121,6037.677680538048,0.0,183.5553061167399,0.0,0.813774864670636,0.0,2.4883071892661017,0.0,183.5553061167399,0.0,0.16360760984631875,0.012788331683259458,0.813774864670636,0.0,0.7859905585646629,0.0,2.4883071892661017,1.0828785529464164,0.7859905585646629,0.813774864670636,11.013318367004395,362.2606608322829
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,4.158419322614949,0.8812857274711132,0.4064552399516106,nan,1.3649443586667378,0.06520514875650406,1000.0,0.0,nan,0,11696,0,128,5861.53650432873,0.0,174.44608408610026,0.0,0.7733844959926814,0.0,2.5465142010452273,0.0,174.44608408610026,0.0,0.5288624471053481,0.01719791621901095,0.7733844959926814,0.0,0.8346504867076874,0.0,2.5465142010452273,1.0935186114124238,0.8346504867076874,0.7733844959926814,13.083456306457519,439.61523782465474
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,4.256038273956277,0.8816764774918556,0.4043111111223698,nan,0.9655961464433109,0.06656556483358145,1000.0,0.0,nan,0,10790,0,114,5968.3165689265925,0.0,172.7546817555147,0.0,0.76506393873738,0.0,2.598242866111627,0.0,172.7546817555147,0.0,0.3067273087114753,0.005271676887059584,0.76506393873738,0.0,0.8356020976515377,0.0,2.598242866111627,1.086293056093505,0.8356020976515377,0.76506393873738,7.342073974609375,253.65345417938013
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,4.38956108535335,0.8817512266337871,0.4031549110263586,nan,1.1129041016101837,0.06364757010713219,1000.0,0.0,nan,0,11198,0,122,5807.511324415912,0.0,173.39950561523438,0.0,0.7684732565273451,0.0,2.6523491676658,0.0,173.39950561523438,0.0,0.16124388611875473,0.00908586942590773,0.7684732565273451,0.0,0.8186587047576904,0.0,2.6523491676658,1.0827782993573551,0.8186587047576904,0.7684732565273451,10.837469100952148,362.9694577759945
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,4.4765992932100716,0.8819549785554409,0.4018878202885389,nan,1.1730526122781966,0.06429317835718393,1000.0,0.0,nan,0,10969,0,123,5880.800146081757,0.0,173.5836498119213,0.0,0.7691047398321624,0.0,2.7203574866233486,0.0,173.5836498119213,0.0,0.1489881822425458,0.00531614986481145,0.7691047398321624,0.0,0.8058055186713183,0.0,2.7203574866233486,1.0742184012176115,0.8058055186713183,0.7691047398321624,11.716896362304688,396.95400986051857
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,4.510685383864888,0.8822027286887169,0.4005473618209362,nan,1.2907854557037353,0.06376538641750812,1000.0,0.0,nan,0,11696,0,122,5976.285395060696,0.0,179.37893371582032,0.0,0.7942911168349557,0.0,2.7516643910626954,0.0,179.37893371582032,0.0,0.23264395066536964,0.017844822527840733,0.7942911168349557,0.0,0.7543035626411438,0.0,2.7516643910626954,1.0852436249879023,0.7543035626411438,0.7942911168349557,11.21118335723877,373.5178371912935
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,4.987669627663853,0.882478477358818,0.39894115276634695,nan,1.30868412454923,0.06431154523044824,1000.0,0.0,nan,0,10712,0,110,6086.725720202679,0.0,169.66196899414064,0.0,0.7512019700586499,0.0,2.7865844402290905,0.0,169.66196899414064,0.0,0.678147484206905,0.004911161209456623,0.7512019700586499,0.0,0.8100405017534892,0.0,2.7865844402290905,1.0873531613137684,0.8100405017534892,0.7512019700586499,6.3623238372802735,228.2522145076005
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,4.987669627663853,0.882525726556778,0.3981711459159851,nan,1.3166596527610506,0.0649203334748745,1000.0,0.0,nan,0,12088,0,126,5906.703722964894,0.0,175.48100062779017,0.0,0.7776252415974246,0.0,2.847181779702834,0.0,175.48100062779017,0.0,0.29021380431368016,0.023546042162925006,0.7776252415974246,0.0,0.7558041289448738,0.0,2.847181779702834,1.0816612256141487,0.7558041289448738,0.7776252415974246,12.283670043945312,413.4692606075426
