algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,3.7081924919016807,0.7848813811540604,0.608404366850853,0.0,0.8803564221770676,0.0,1000.0,0.0,0.0,2.320430243235385,0.0,1.0263329634825806,0.0,231.56612820095486,0.0,231.56612820095486,0.0,9.32007446112456,0.0,0.5289267743075335,0.0,6685.591761179596,0.0,1.0263329634825806,0.0,2.320430243235385,0.9042324471358094,0.5289267743075335,1.0263329634825806,12.504570922851563,361.0219551036982
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,3.8123450255896953,0.785650179862976,0.6065087649822235,0.0,1.009432758155622,0.0,1000.0,0.0,0.0,2.3362687652394025,0.0,0.9481655202495191,0.0,213.91209331311677,0.0,213.91209331311677,0.0,7.480045632312172,0.0,0.6300505964379561,0.0,6451.937064417104,0.0,0.9481655202495191,0.0,2.3362687652394025,0.903836051354319,0.6300505964379561,0.9481655202495191,8.128659545898438,245.17360844784994
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,3.873262932880725,0.7859277803897857,0.6052770087718964,0.0,1.1501751379533247,0.0,1000.0,0.0,0.0,2.3806599607302625,0.0,0.9037277973170827,0.0,203.9530214251894,0.0,203.9530214251894,0.0,18.643401810617156,0.0,0.683768239888278,0.0,6244.333976501106,0.0,0.9037277973170827,0.0,2.3806599607302625,0.8938742526384253,0.683768239888278,0.9037277973170827,13.4608994140625,412.12604244907294
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,3.873262932880725,0.786512981057167,0.6037603163719177,0.0,1.1227248296141625,0.0,1000.0,0.0,0.0,2.389300687075673,0.0,0.9293712324440666,0.0,209.79796676635743,0.0,209.79796676635743,0.0,9.753712725639343,0.0,0.635547861456871,0.0,6541.477390123524,0.0,0.9293712324440666,0.0,2.389300687075673,0.8968063524974841,0.635547861456871,0.9293712324440666,8.391918670654297,261.65909560494094
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,4.002442722571478,0.7868485796451569,0.6024984428882599,0.0,1.1880814880132675,0.0,1000.0,0.0,0.0,2.4035993512337974,0.0,0.9153358064562103,0.0,206.4547417380593,0.0,206.4547417380593,0.0,12.647816809740933,0.0,0.6453600214286284,0.0,6373.869947796223,0.0,0.9153358064562103,0.0,2.4035993512337974,0.8961464930919192,0.6453600214286284,0.9153358064562103,9.084008636474609,280.4502777030338
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,4.070447429980684,0.78717877972126,0.6013192900419235,0.0,1.0809818255901336,0.0,1000.0,0.0,0.0,2.4409769249875435,0.0,0.894329360884462,0.0,201.71509460449218,0.0,201.71509460449218,0.0,11.610011005401612,0.0,0.6658173716068267,0.0,6306.9923380186665,0.0,0.894329360884462,0.0,2.4409769249875435,0.8903341364307561,0.6658173716068267,0.894329360884462,10.08575473022461,315.3496169009333
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,4.140570287900334,0.7876197806596756,0.6000762783288955,0.0,1.1778208748860792,0.0,1000.0,0.0,0.0,2.4676799507522746,0.0,0.898551363939956,0.0,202.41328985040838,0.0,202.41328985040838,0.0,11.45978086644953,0.0,0.6487520242279227,0.0,6165.563911381519,0.0,0.898551363939956,0.0,2.4676799507522746,0.885337483311404,0.6487520242279227,0.898551363939956,8.90618475341797,271.28481210078684
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,4.212705617951665,0.7879667799472809,0.599122907280922,0.0,1.083852150610515,0.0,1000.0,0.0,0.0,2.499415901065044,0.0,0.8957376971649955,0.0,202.1612316313244,0.0,202.1612316313244,0.0,9.944732461656843,0.0,0.6421638826529185,0.0,6171.406830412748,0.0,0.8957376971649955,0.0,2.499415901065044,0.8767452778026329,0.6421638826529185,0.8957376971649955,8.490771728515625,259.19908687733545
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,4.286759633999154,0.7884105803966522,0.5978229676485062,0.0,0.8151317618109963,0.0,1000.0,0.0,0.0,2.5151207910883753,0.0,0.928307011860231,0.0,209.43450997092506,0.0,209.43450997092506,0.0,6.645191030068831,0.0,0.5814897079359401,0.0,6593.789176917786,0.0,0.928307011860231,0.0,2.5151207910883753,0.8748457342906757,0.5814897079359401,0.928307011860231,9.215118438720703,290.12672378438265
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,4.286759633999154,0.7887133800983429,0.5969945403337479,0.0,1.1242450047284365,0.0,1000.0,0.0,0.0,2.5257167530148927,0.0,0.9309354710702555,0.0,209.9727087020874,0.0,209.9727087020874,0.0,17.886077910661697,0.0,0.5660474039614201,0.0,6348.530981670691,0.0,0.9309354710702555,0.0,2.5257167530148927,0.8761597842857588,0.5660474039614201,0.9309354710702555,13.438253356933593,406.30598282692426
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,4.286759633999154,0.7887581790685654,0.5962573972940445,0.0,1.0441323010360493,0.0,1000.0,0.0,0.0,2.532922790537801,0.0,0.9262502128326355,0.0,208.96371011173025,0.0,208.96371011173025,0.0,7.864893429419574,0.0,0.5618046083871056,0.0,6867.166011301653,0.0,0.9262502128326355,0.0,2.532922790537801,0.8760036351244482,0.5618046083871056,0.9262502128326355,7.1047661437988285,233.48364438425622
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,4.519677752526062,0.789592381477356,0.5944542316198349,0.0,0.7736763038805553,0.0,1000.0,0.0,0.0,2.546044970478304,0.0,0.9081739496687644,0.0,204.9685341971261,0.0,204.9685341971261,0.0,3.278193405696324,0.0,0.5785454820309367,0.0,6637.202489215919,0.0,0.9081739496687644,0.0,2.546044970478304,0.8735472220146367,0.5785454820309367,0.9081739496687644,5.739118957519532,185.84166969804576
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,4.667268779941936,0.7896851798295975,0.5940207771062851,0.0,0.8243397303989956,0.0,1000.0,0.0,0.0,2.6097830213966624,0.0,0.8362556778612183,0.0,188.81208147321428,0.0,188.81208147321428,0.0,8.275542965957097,0.0,0.6805973159415382,0.0,5978.989315278928,0.0,0.8362556778612183,0.0,2.6097830213966624,0.8597342845682137,0.6805973159415382,0.8362556778612183,10.5734765625,334.82340165562
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,4.683362926011152,0.7901297805309295,0.5931114101409912,0.0,1.017956976313144,0.0,1000.0,0.0,0.0,2.6485334217045473,0.0,0.8706641607507837,0.0,196.38478326797485,0.0,196.38478326797485,0.0,14.330282986164093,0.0,0.6152757192030549,0.0,6425.031725742889,0.0,0.8706641607507837,0.0,2.6485334217045473,0.8581655356008238,0.6152757192030549,0.8706641607507837,12.56862612915039,411.20203044754487
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,4.767613229501504,0.7903477795124054,0.5922380330562591,0.0,0.771018747402274,0.0,1000.0,0.0,0.0,2.6728229762539395,0.0,0.9590577399042034,0.0,216.38744188391644,0.0,216.38744188391644,0.0,4.369752230851547,0.0,0.4624411405428596,0.0,6897.0804754952005,0.0,0.9590577399042034,0.0,2.6728229762539395,0.8522320256579565,0.4624411405428596,0.9590577399042034,9.953822326660156,317.2657018727792
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,4.767613229501504,0.7905273804664612,0.5919487317800521,0.0,0.8446843451044211,0.0,1000.0,0.0,0.0,2.679541609785758,0.0,0.9699840885021663,0.0,219.14686711629233,0.0,219.14686711629233,0.0,7.576691349347432,0.0,0.4324335440372427,0.0,6697.676214729739,0.0,0.9699840885021663,0.0,2.679541609785758,0.8520048472171926,0.4324335440372427,0.9699840885021663,10.519049621582031,321.4884583070275
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,4.940822386719835,0.7905513800382614,0.591605231642723,0.0,1.0680535561763322,0.0,1000.0,0.0,0.0,2.71370249728661,0.0,0.8577215058746442,0.0,193.3733896108774,0.0,193.3733896108774,0.0,12.914248338112465,0.0,0.6027246209291311,0.0,6283.269465499896,0.0,0.8577215058746442,0.0,2.71370249728661,0.8481513451750777,0.6027246209291311,0.8577215058746442,10.055416259765625,326.7300122059946
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.134347740004625,0.7911009798049927,0.5905215677022934,0.0,1.019988911656233,0.0,1000.0,0.0,0.0,2.750356601418978,0.0,0.8476030428967667,0.0,191.14095775897687,0.0,191.14095775897687,0.0,11.66144372866704,0.0,0.6081175139317145,0.0,6201.764696548233,0.0,0.8476030428967667,0.0,2.750356601418978,0.849040674191238,0.6081175139317145,0.8476030428967667,9.939329803466796,322.4917642205082
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.144289648780002,0.7912827790975571,0.5899946817159653,0.0,1.04779420979321,0.0,1000.0,0.0,0.0,2.7667193711324973,0.0,0.8972133379589935,0.0,202.32652807235718,0.0,202.32652807235718,0.0,15.015827625989914,0.0,0.5148164166603237,0.0,6576.438746280479,0.0,0.8972133379589935,0.0,2.7667193711324973,0.853128147748178,0.5148164166603237,0.8972133379589935,12.94889779663086,420.89207976195064
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.194253122102357,0.7915441809892655,0.5895792580842972,0.0,1.1356395429798536,0.0,1000.0,0.0,0.0,2.790106978138283,0.0,0.886212778193129,0.0,199.92533929007394,0.0,199.92533929007394,0.0,16.711060558046615,0.0,0.521298723295331,0.0,6293.446678354433,0.0,0.886212778193129,0.0,2.790106978138283,0.8509986338500684,0.521298723295331,0.886212778193129,11.195819000244141,352.43301398784826
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.194253122102357,0.7917975807189941,0.5888902752399444,0.0,1.0174968907466302,0.0,1000.0,0.0,0.0,2.80376102476221,0.0,0.859088047483128,0.0,193.81526125394382,0.0,193.81526125394382,0.0,11.196661875798153,0.0,0.5549901506075492,0.0,6344.016528697399,0.0,0.859088047483128,0.0,2.80376102476221,0.8570979887071867,0.5549901506075492,0.859088047483128,10.078393585205077,329.88885949226477
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.194253122102357,0.792101180434227,0.5884304949045182,0.0,1.1202696716785432,0.0,1000.0,0.0,0.0,2.8352370004174823,0.0,0.8065416845022736,0.0,181.8600653076172,0.0,181.8600653076172,0.0,11.953106498718261,0.0,0.6331864988803864,0.0,6255.0864635195285,0.0,0.8065416845022736,0.0,2.8352370004174823,0.8668611462079221,0.6331864988803864,0.8065416845022736,9.09300326538086,312.7543231759764
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.194253122102357,0.7920761785507202,0.5883784503936768,0.0,0.9416189142342272,0.0,1000.0,0.0,0.0,2.879598520358529,0.0,0.8448861177910273,0.0,190.65634628822065,0.0,190.65634628822065,0.0,10.926050926076956,0.0,0.5586351672637051,0.0,6400.381143310984,0.0,0.8448861177910273,0.0,2.879598520358529,0.8605852125236705,0.5586351672637051,0.8448861177910273,11.058068084716798,371.22210631203706
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,5.194253122102357,0.7923025792837143,0.5879995409250259,0.0,1.1754230817451197,0.0,1000.0,0.0,0.0,2.9171270044406157,0.0,0.835581045217113,0.0,188.33504979750688,0.0,188.33504979750688,0.0,19.843180572285373,0.0,0.5613939446561477,0.0,6404.693455820325,0.0,0.835581045217113,0.0,2.9171270044406157,0.8642946691408789,0.5613939446561477,0.835581045217113,12.80678338623047,435.51915499578206
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,5.21185077405197,0.7925169796943664,0.5875323679447174,0.0,0.9544761972992044,0.0,1000.0,0.0,0.0,2.94975714113526,0.0,0.7955843398594279,0.0,179.35108947753906,0.0,179.35108947753906,0.0,5.7430393570347835,0.0,0.6227568717379319,0.0,6184.015074229318,0.0,0.7955843398594279,0.0,2.94975714113526,0.8591390534021653,0.6227568717379319,0.7955843398594279,6.815341400146484,234.99257282071414
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,5.21185077405197,0.7928425799608231,0.5868679277896881,0.0,1.1703671216964722,0.0,1000.0,0.0,0.0,2.962845250449996,0.0,0.8343900637957824,0.0,188.3695526123047,0.0,188.3695526123047,0.0,8.898965581258137,0.0,0.5392562607924144,0.0,6163.622506856065,0.0,0.8343900637957824,0.0,2.962845250449996,0.8582118160932596,0.5392562607924144,0.8343900637957824,5.65108657836914,184.908675205682
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,5.21185077405197,0.7929975814819336,0.5867668828964233,0.0,1.0699033696543088,0.0,1000.0,0.0,0.0,2.978127559238779,0.0,0.8075625312267326,0.0,182.36899705366656,0.0,182.36899705366656,0.0,10.15425449067896,0.0,0.5748669024218213,0.0,6151.378926290456,0.0,0.8075625312267326,0.0,2.978127559238779,0.8719680024526563,0.5748669024218213,0.8075625312267326,8.024235870361329,270.66067275678006
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,5.21185077405197,0.793085578918457,0.5866780683994294,0.0,1.2443998599052428,0.0,1000.0,0.0,0.0,3.017499048811609,0.0,0.7781766935227314,0.0,175.33649658203126,0.0,175.33649658203126,0.0,14.870098915100098,0.0,0.6184049344062805,0.0,5981.56350052062,0.0,0.7781766935227314,0.0,3.017499048811609,0.8748144768568701,0.6184049344062805,0.7781766935227314,8.766824829101562,299.0781750260311
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,5.273421252404131,0.7932249788045883,0.5866406853199005,0.0,1.0741282470989972,0.0,1000.0,0.0,0.0,3.0464690406533435,0.0,0.8311374431834645,0.0,187.30710172653198,0.0,187.30710172653198,0.0,15.288961589336395,0.0,0.5096069201827049,0.0,6174.3342303724985,0.0,0.8311374431834645,0.0,3.0464690406533435,0.881053809710101,0.5096069201827049,0.8311374431834645,11.987654510498047,395.1573907438399
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,5.273421252404131,0.793365580201149,0.5863631842136383,0.0,1.1059432340164979,0.0,1000.0,0.0,0.0,3.0828306886312524,0.0,0.7859363307810266,0.0,177.3872216542562,0.0,177.3872216542562,0.0,13.012477060159048,0.0,0.582882072776556,0.0,5982.013494597755,0.0,0.7859363307810266,0.0,3.0828306886312524,0.8813317932934849,0.582882072776556,0.7859363307810266,8.514586639404296,287.13664774069224
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,5.273421252404131,0.7932641816139221,0.5865117948055267,0.0,1.2999170628877788,0.0,1000.0,0.0,0.0,3.106155606704196,0.0,0.7952080595779297,0.0,179.20250701904297,0.0,179.20250701904297,0.0,17.85753451860868,0.0,0.5510364444209979,0.0,6141.3647059869645,0.0,0.7952080595779297,0.0,3.106155606704196,0.8897981293403322,0.5510364444209979,0.7952080595779297,9.318530364990234,319.3509647113221
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,5.273421252404131,0.7936471786499023,0.5863091796636581,0.0,1.346838279849007,0.0,1000.0,0.0,0.0,3.1488208285901838,0.0,0.7462736982913223,0.0,168.40298607235863,0.0,168.40298607235863,0.0,16.10359986623128,0.0,0.6390379993688493,0.0,5654.12379270514,0.0,0.7462736982913223,0.0,3.1488208285901838,0.8907446063785541,0.6390379993688493,0.7462736982913223,7.072925415039062,237.4731992936159
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,5.27883066572876,0.7936141786575317,0.5862899339199066,0.0,1.3191203388075035,0.0,1000.0,0.0,0.0,3.1737159297511752,0.0,0.7957265958375919,0.0,179.6597728729248,0.0,179.6597728729248,0.0,20.102067748705547,0.0,0.5267064934596419,0.0,6262.983475896058,0.0,0.7957265958375919,0.0,3.1737159297511752,0.9000859731425457,0.5267064934596419,0.7957265958375919,8.623669097900391,300.6232068430108
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,5.27883066572876,0.793869780421257,0.5861317775249482,0.0,1.180429042954194,0.0,1000.0,0.0,0.0,3.1929910590389365,0.0,0.7774733040753378,0.0,175.36752319335938,0.0,175.36752319335938,0.0,9.23993948886269,0.0,0.5489404279934732,0.0,6176.378165929229,0.0,0.7774733040753378,0.0,3.1929910590389365,0.9081176066948377,0.5489404279934732,0.7774733040753378,6.663965881347656,234.70237030531072
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,5.27883066572876,0.7940211799144745,0.5861125189065933,0.0,1.116048353639516,0.0,1000.0,0.0,0.0,3.2270249414630054,0.0,0.7801473700205378,0.0,175.722956570712,0.0,175.722956570712,0.0,16.023339715870943,0.0,0.5381296100941572,0.0,6142.922373540984,0.0,0.7801473700205378,0.0,3.2270249414630054,0.9057467779357512,0.5381296100941572,0.7801473700205378,7.731810089111328,270.28858443580333
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,5.27883066572876,0.7939099786281586,0.586288241147995,0.0,1.0763414829437221,0.0,1000.0,0.0,0.0,3.248728206149137,0.0,0.810244307870633,0.0,182.717650277274,0.0,182.717650277274,0.0,13.16318929195404,0.0,0.46338716255767004,0.0,6164.965582193713,0.0,0.810244307870633,0.0,3.248728206149137,0.9098498709921651,0.46338716255767004,0.810244307870633,10.232188415527343,345.23807260284786
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,5.279028540684322,0.794081779718399,0.586231140255928,0.0,1.2119347941875458,0.0,1000.0,0.0,0.0,3.2800078980963874,0.0,0.7647742519822665,0.0,172.4501159667969,0.0,172.4501159667969,0.0,14.717012519836425,0.0,0.5379706799983979,0.0,5876.551023289926,0.0,0.7647742519822665,0.0,3.2800078980963874,0.919938138868435,0.5379706799983979,0.7647742519822665,8.622505798339844,293.82755116449636
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,5.279028540684322,0.7943223804235459,0.5858013958930969,0.0,1.2485033842650326,0.0,1000.0,0.0,0.0,3.3118932867241138,0.0,0.6869889825964005,0.0,155.15546347878197,0.0,155.15546347878197,0.0,5.602265563878146,0.0,0.690368961204182,0.0,5853.381044108283,0.0,0.6869889825964005,0.0,3.3118932867241138,0.9235599998656723,0.690368961204182,0.6869889825964005,3.413420196533203,128.77438297038222
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,5.279028540684322,0.7942387791872024,0.5864855420589447,0.0,1.217309007793665,0.0,1000.0,0.0,0.0,3.3432426192983113,0.0,0.7701426685696304,0.0,173.58078536987304,0.0,173.58078536987304,0.0,13.824808144569397,0.0,0.5122603267431259,0.0,6159.354064849687,0.0,0.7701426685696304,0.0,3.3432426192983113,0.9167609224040772,0.5122603267431259,0.7701426685696304,6.943231414794922,246.37416259398745
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,5.5314622258011825,0.7943937796354293,0.586091366648674,0.0,0.9944609845406376,0.0,1000.0,0.0,0.0,3.3784705150041274,0.0,0.7759181248335894,0.0,175.02080488204956,0.0,175.02080488204956,0.0,15.25850996375084,0.0,0.4806499760597944,0.0,6227.987545258975,0.0,0.7759181248335894,0.0,3.3784705150041274,0.9363277320076333,0.4806499760597944,0.7759181248335894,11.201331512451173,398.5912028965744
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,5.5314622258011825,0.7945623803138733,0.5861335554122925,0.0,1.1416540430350737,0.0,1000.0,0.0,0.0,3.4031162103782844,0.0,0.763512975564278,0.0,172.17981650612572,0.0,172.17981650612572,0.0,12.027679096568715,0.0,0.4929187392646616,0.0,6037.756392414739,0.0,0.763512975564278,0.0,3.4031162103782844,0.9385127764310156,0.4929187392646616,0.763512975564278,7.575911926269531,265.66128126624847
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,5.5314622258011825,0.7945591809749604,0.5864812531471253,0.0,1.2212378525215646,0.0,1000.0,0.0,0.0,3.419960356711796,0.0,0.7644838805311218,0.0,172.37826538085938,0.0,172.37826538085938,0.0,14.284428720888885,0.0,0.4788818929506385,0.0,6071.881272680045,0.0,0.7644838805311218,0.0,3.419960356711796,0.9461203011419089,0.4788818929506385,0.7644838805311218,7.929400207519532,279.30653854328216
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,5.5314622258011825,0.7947831794023513,0.5863936195373535,0.0,0.7475318382494152,0.0,1000.0,0.0,0.0,3.434659212578337,0.0,0.8274456346255612,0.0,186.6554708480835,0.0,186.6554708480835,0.0,3.0465832464396954,0.0,0.3403808841248974,0.0,6192.401615047989,0.0,0.8274456346255612,0.0,3.434659212578337,0.9442917344980911,0.3403808841248974,0.8274456346255612,5.972975067138671,198.15685168153567
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,5.5314622258011825,0.7946783800125122,0.5865773522853851,0.0,1.3527169362835896,0.0,1000.0,0.0,0.0,3.481507552024201,0.0,0.7330873206222387,0.0,165.29746882120767,0.0,165.29746882120767,0.0,18.910507599512737,0.0,0.5278025882629057,0.0,5827.594137644598,0.0,0.7330873206222387,0.0,3.481507552024201,0.9517823171555366,0.5278025882629057,0.7330873206222387,7.934278503417969,279.7245186069407
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,5.5314622258011825,0.7948649797439575,0.58663660800457,0.0,1.0489176511764526,0.0,1000.0,0.0,0.0,3.5063784763131083,0.0,0.7560854278779959,0.0,170.37529754638672,0.0,170.37529754638672,0.0,8.634160134527418,0.0,0.46244824098216164,0.0,6023.231617954873,0.0,0.7560854278779959,0.0,3.5063784763131083,0.9574532470849482,0.46244824098216164,0.7560854278779959,6.1335107116699215,216.83633824637545
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,5.5314622258011825,0.7947425788640976,0.5871450718641281,0.0,1.1413391738345748,0.0,1000.0,0.0,0.0,3.5656804267549225,0.0,0.756000699563806,0.0,170.536875273052,0.0,170.536875273052,0.0,22.764784235703317,0.0,0.4537702430235712,0.0,6138.2769793873,0.0,0.756000699563806,0.0,3.5656804267549225,0.9603734467895169,0.4537702430235712,0.756000699563806,12.960802520751953,466.50905043343477
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,5.5314622258011825,0.7949697817564011,0.5869561904668807,0.0,1.0686493801034016,0.0,1000.0,0.0,0.0,3.596057089826154,0.0,0.7511204435559423,0.0,169.5036043913468,0.0,169.5036043913468,0.0,10.698780101278555,0.0,0.44634293910601863,0.0,6440.976945144228,0.0,0.7511204435559423,0.0,3.596057089826154,0.9629715169472578,0.44634293910601863,0.7511204435559423,7.797165802001953,296.2849394766345
