algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,2.879944798153641,0.8802493774890899,0.40311892867088317,0.0,1.8695643281936645,0.0,1000.0,0.0,0.0,35.5429288482666,0.0,7838.715547455088,0.0,0.8033248054981231,0.0,1.585989456336533,0.0,222.21516967773437,0.0,0.9851239070515685,0.0,222.21516967773437,0.0,0.9851239070515685,0.0,1.585989456336533,0.6375902518095236,0.8033248054981231,0.9851239070515685,11.110758483886718,391.9357773727544
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,2.965783266035847,0.8801509773731232,0.40288262248039247,0.0,1.9893142039125615,0.0,1000.0,0.0,0.0,31.5646127354015,0.0,8021.813500303103,0.0,0.7725025388327512,0.0,1.6169155056631463,0.0,224.92423456365412,0.0,0.9984438325831942,0.0,224.92423456365412,0.0,0.9984438325831942,0.0,1.6169155056631463,0.6398335108405012,0.7725025388327512,0.9984438325831942,9.896666320800781,352.95979401333653
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,3.056351579648125,0.8802561781406403,0.40213445699214934,0.0,1.971802409206118,0.0,1000.0,0.0,0.0,37.776399703252885,0.0,7556.109001613397,0.0,0.8238257481938317,0.0,1.6486507265176678,0.0,213.3462408156622,0.0,0.9452858787068118,0.0,213.3462408156622,0.0,0.9452858787068118,0.0,1.6486507265176678,0.6454369541407433,0.8238257481938317,0.9452858787068118,8.960542114257812,317.3565780677627
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,3.151189260383788,0.8804307793378829,0.4012062876820564,0.0,1.6155620501800017,0.0,1000.0,0.0,0.0,26.126543738625266,0.0,8418.535315187726,0.0,0.7577485496347601,0.0,1.6741494112665083,0.0,222.52271340110084,0.0,0.9864827173206325,0.0,222.52271340110084,0.0,0.9864827173206325,0.0,1.6741494112665083,0.6497780002188789,0.7577485496347601,0.9864827173206325,9.790999389648437,370.41555386826
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,3.151189260383788,0.880121178150177,0.4017700142264366,0.0,2.2724503185600042,0.0,1000.0,0.0,0.0,72.25733661651611,0.0,8016.917010139976,0.0,0.764417989179492,0.0,1.702730779090153,0.0,218.67395782470703,0.0,0.9694825833796853,0.0,218.67395782470703,0.0,0.9694825833796853,0.0,1.702730779090153,0.6591374709878763,0.764417989179492,0.9694825833796853,13.99513330078125,513.0826886489584
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,3.254740520135267,0.8803321789503098,0.4007857352495193,0.0,2.0244665776982025,0.0,1000.0,0.0,0.0,28.471144564011517,0.0,7812.737942182368,0.0,0.7746699662769542,0.0,1.71885649406537,0.0,214.28809311810662,0.0,0.9499701946837726,0.0,214.28809311810662,0.0,0.9499701946837726,0.0,1.71885649406537,0.6669637646434343,0.7746699662769542,0.9499701946837726,7.285795166015625,265.63309003420056
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,3.3411950837489655,0.8806991777420043,0.39947583150863647,0.0,1.4391831521477019,0.0,1000.0,0.0,0.0,10.233162232807704,0.0,8785.14344792636,0.0,0.7358680282320295,0.0,1.7395301000356174,0.0,218.55835178920202,0.0,0.9683620979000376,0.0,218.55835178920202,0.0,0.9683620979000376,0.0,1.7395301000356174,0.6708247762658173,0.7358680282320295,0.9683620979000376,6.119633850097657,245.98401654193813
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,3.384758982493034,0.8807501782178879,0.3988359391093254,0.0,1.4588819231305803,0.0,1000.0,0.0,0.0,26.381842817578995,0.0,8130.653329415596,0.0,0.8159915102379662,0.0,1.801066595769784,0.0,202.3396453857422,0.0,0.8961663855857456,0.0,202.3396453857422,0.0,0.8961663855857456,0.0,1.801066595769784,0.6735195549523559,0.8159915102379662,0.8961663855857456,11.331020141601563,455.3165864472733
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,3.434826558904058,0.8806983777284623,0.39879768723249437,0.0,1.8651254130527377,0.0,1000.0,0.0,0.0,47.18962240219116,0.0,8375.15456471361,0.0,0.7734309891238809,0.0,1.8558310638789652,0.0,206.9126648902893,0.0,0.917306113108922,0.0,206.9126648902893,0.0,0.917306113108922,0.0,1.8558310638789652,0.6824938856174064,0.7734309891238809,0.917306113108922,13.242410552978516,536.009892141671
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,3.4916790995356086,0.8807291787862778,0.3983590062260628,0.0,1.7612687958323436,0.0,1000.0,0.0,0.0,24.133745608122453,0.0,8258.96398184697,0.0,0.7528016502442567,0.0,1.894367406455098,0.0,207.94128152598506,0.0,0.9216081218661389,0.0,207.94128152598506,0.0,0.9216081218661389,0.0,1.894367406455098,0.6866476958524922,0.7528016502442567,0.9216081218661389,9.565298950195313,379.91234316496065
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,3.4916790995356086,0.8806531780958176,0.39842329132556914,0.0,2.0230391770601273,0.0,1000.0,0.0,0.0,43.581950743993126,0.0,7858.804759440119,0.0,0.743636059264342,0.0,1.9172912264329693,0.0,207.2326831817627,0.0,0.9173069736897626,0.0,207.2326831817627,0.0,0.9173069736897626,0.0,1.9172912264329693,0.695906790653107,0.743636059264342,0.9173069736897626,9.947168792724609,377.2226284531257
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,3.6260046006914677,0.8806771787405014,0.3981517227888107,0.0,1.9609379584972675,0.0,1000.0,0.0,0.0,42.35588396512545,0.0,8254.383823917335,0.0,0.7589291907273806,0.0,1.968035574074601,0.0,201.8581513624925,0.0,0.8953323140034889,0.0,201.8581513624925,0.0,0.8953323140034889,0.0,1.968035574074601,0.6984490650879989,0.7589291907273806,0.8953323140034889,10.496623870849609,429.2279588437014
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,3.7031987943913385,0.8806345772743225,0.3981035403609276,0.0,1.9824543732863207,0.0,1000.0,0.0,0.0,43.656949336712174,0.0,8050.331484904655,0.0,0.7967222837301401,0.0,2.0149630255592155,0.0,193.41892418494592,0.0,0.8577130907771509,0.0,193.41892418494592,0.0,0.8577130907771509,0.0,2.0149630255592155,0.7109723835395179,0.7967222837301401,0.8577130907771509,10.057784057617187,418.617237215042
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,3.8020073477312106,0.8803249784708023,0.39888985407352445,0.0,2.181382602080703,0.0,1000.0,0.0,0.0,64.53209912776947,0.0,7888.767943199508,0.0,0.7388214059174061,0.0,2.0520788037336795,0.0,200.29135084152222,0.0,0.8882622828725386,0.0,200.29135084152222,0.0,0.8882622828725386,0.0,2.0520788037336795,0.72562635002389,0.7388214059174061,0.8882622828725386,12.818646453857422,504.88114836476853
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,3.876041431365689,0.8799291783571244,0.3999510450363159,0.0,2.334199120955808,0.0,1000.0,0.0,0.0,75.08801535197667,0.0,7498.467093911463,0.0,0.7437524710382734,0.0,2.0962892072310377,0.0,197.2534784589495,0.0,0.8742352576242488,0.0,197.2534784589495,0.0,0.8742352576242488,0.0,2.0962892072310377,0.7329764800885282,0.7437524710382734,0.8742352576242488,11.046194793701172,419.914157259042
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,3.876041431365689,0.8800725774765015,0.3996103269457817,0.0,1.9932727355223436,0.0,1000.0,0.0,0.0,42.392417467557465,0.0,7982.682199438082,0.0,0.7652081893040583,0.0,2.129126573702896,0.0,191.56986236572266,0.0,0.8490539831002218,0.0,191.56986236572266,0.0,0.8490539831002218,0.0,2.129126573702896,0.7504707648237786,0.7652081893040583,0.8490539831002218,9.961632843017577,415.09947437078023
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,4.070719815323071,0.8800721764564514,0.39933538329601287,0.0,1.8803805100917816,0.0,1000.0,0.0,0.0,33.45989624023437,0.0,7974.594759497267,0.0,0.7592473936080932,0.0,2.165372751052767,0.0,190.08436157226564,0.0,0.8429760298297272,0.0,190.08436157226564,0.0,0.8429760298297272,0.0,2.165372751052767,0.7634539354407065,0.7592473936080932,0.8429760298297272,9.504218078613281,398.7297379748633
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,4.175235123410027,0.8799667783975601,0.39972970032691957,0.0,1.9302960603401578,0.0,1000.0,0.0,0.0,45.88826778017241,0.0,7703.577877338372,0.0,0.7701389337408131,0.0,2.2297408722234375,0.0,186.30168993719693,0.0,0.8256092476854774,0.0,186.30168993719693,0.0,0.8256092476854774,0.0,2.2297408722234375,0.7734912825329441,0.7701389337408131,0.8256092476854774,10.805498016357422,446.80751688562555
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,4.284076132470722,0.8796505775451661,0.4006742929816246,0.0,2.2086288438123813,0.0,1000.0,0.0,0.0,72.8498254663804,0.0,7824.707496013686,0.0,0.7449272818425122,0.0,2.289734388736512,0.0,187.63391158160042,0.0,0.8324839153361436,0.0,187.63391158160042,0.0,0.8324839153361436,0.0,2.289734388736512,0.784284795732656,0.7449272818425122,0.8324839153361436,12.759105987548828,532.0801097289307
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,4.505524265587198,0.8799331784248352,0.3998718524575233,0.0,1.6315287022214187,0.0,1000.0,0.0,0.0,16.580594389062178,0.0,8149.201317715849,0.0,0.7657349423358315,0.0,2.3283397036100375,0.0,182.36307324861227,0.0,0.8089168131598146,0.0,182.36307324861227,0.0,0.8089168131598146,0.0,2.3283397036100375,0.7929999123566004,0.7657349423358315,0.8089168131598146,6.929796783447266,309.66965007320226
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,4.505524265587198,0.8798697777986526,0.4000216046571732,0.0,2.516451966762543,0.0,1000.0,0.0,0.0,37.7122688293457,0.0,7533.724589734708,0.0,0.7433844208717346,0.0,2.3531907309090156,0.0,183.68347574869793,0.0,0.8137412541218993,0.0,183.68347574869793,0.0,0.8137412541218993,0.0,2.3531907309090156,0.7984795493744108,0.7433844208717346,0.8137412541218993,5.510504272460937,226.01173769204127
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,4.505524265587198,0.8798131763935089,0.40031036812067033,0.0,2.0124348239465193,0.0,1000.0,0.0,0.0,35.93962714888833,0.0,7768.201566468878,0.0,0.7529293190349232,0.0,2.3833331743130057,0.0,180.17178414084694,0.0,0.7979274934535812,0.0,180.17178414084694,0.0,0.7979274934535812,0.0,2.3833331743130057,0.815659372843442,0.7529293190349232,0.7979274934535812,7.927558502197265,341.80086892463055
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,4.758054092068,0.8797077790498734,0.4007347031831741,0.0,2.2836283576488494,0.0,1000.0,0.0,0.0,53.974881134033204,0.0,7863.395299264287,0.0,0.7625055909156799,0.0,2.4430491245801136,0.0,176.26945007324218,0.0,0.7823553777993439,0.0,176.26945007324218,0.0,0.7823553777993439,0.0,2.4430491245801136,0.8316595968636149,0.7625055909156799,0.7823553777993439,8.81347250366211,393.1697649632143
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,4.758054092068,0.8793119776248932,0.40199525249004364,0.0,2.3191969376057386,0.0,1000.0,0.0,0.0,74.94004958868027,0.0,7777.32353854919,0.0,0.7294096453115344,0.0,2.509552209053978,0.0,178.8620924949646,0.0,0.7936971979803038,0.0,178.8620924949646,0.0,0.7936971979803038,0.0,2.509552209053978,0.8460899458749908,0.7294096453115344,0.7936971979803038,11.447173919677734,497.74870646714817
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,5.016360212983143,0.8793233782052994,0.40193612104654314,0.0,2.16259195903937,0.0,1000.0,0.0,0.0,51.5495392481486,0.0,7907.422298654248,0.0,0.7700038154919943,0.0,2.5674446868710477,0.0,171.36864852905273,0.0,0.7591743449003093,0.0,171.36864852905273,0.0,0.7591743449003093,0.0,2.5674446868710477,0.8594689704814895,0.7700038154919943,0.7591743449003093,8.22569512939453,379.5562703354039
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,5.016360212983143,0.8791285774707794,0.4026896770596504,0.0,2.3171063432326684,0.0,1000.0,0.0,0.0,57.10545481168307,0.0,7474.072999734893,0.0,0.7079060960274476,0.0,2.6078389925266827,0.0,177.57156078632062,0.0,0.7879892683365346,0.0,177.57156078632062,0.0,0.7879892683365346,0.0,2.6078389925266827,0.8768811978039979,0.7079060960274476,0.7879892683365346,9.233721160888672,388.65179598621444
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,5.260037948113695,0.8790113767385482,0.40322261494398115,0.0,2.2760572788261233,0.0,1000.0,0.0,0.0,46.502038274492534,0.0,7200.6946182473785,0.0,0.7441372403076717,0.0,2.6608909322222454,0.0,170.76956467401413,0.0,0.7567577442433524,0.0,170.76956467401413,0.0,0.7567577442433524,0.0,2.6608909322222454,0.889563536210921,0.7441372403076717,0.7567577442433524,7.172321716308594,302.4291739663899
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,5.260037948113695,0.8785947771072388,0.40474341905117034,0.0,2.665053904056549,0.0,1000.0,0.0,0.0,77.78319994608562,0.0,7182.719700620964,0.0,0.744248795012633,0.0,2.7066958736302285,0.0,168.7911802927653,0.0,0.7476645017722602,0.0,168.7911802927653,0.0,0.7476645017722602,0.0,2.7066958736302285,0.9088759245700061,0.744248795012633,0.7476645017722602,8.101976654052734,344.7705456298063
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,5.260037948113695,0.8786181788444519,0.4049162826538086,0.0,2.2461992000278674,0.0,1000.0,0.0,0.0,34.7079751867997,0.0,7289.008390116098,0.0,0.7439388036727905,0.0,2.7451936120809104,0.0,166.6911476536801,0.0,0.7389285097837837,0.0,166.6911476536801,0.0,0.7389285097837837,0.0,2.7451936120809104,0.9256106030921124,0.7439388036727905,0.7389285097837837,6.334263610839844,276.9823188244117
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,5.2795975352709466,0.8785529788732529,0.4051818665266037,0.0,2.2418341135436837,0.0,1000.0,0.0,0.0,51.76820117777044,0.0,7801.59086924182,0.0,0.783533822406422,0.0,2.8104617983065654,0.0,159.47695922851562,0.0,0.7079604895311085,0.0,159.47695922851562,0.0,0.7079604895311085,0.0,2.8104617983065654,0.9499198685591812,0.783533822406422,0.7079604895311085,7.016986206054687,343.26999824664006
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,5.2795975352709466,0.8782225786447525,0.40655109840631487,0.0,2.3884544521570206,0.0,1000.0,0.0,0.0,67.59051990509033,0.0,7317.371695943354,0.0,0.7494985397372927,0.0,2.8722576149325296,0.0,161.97371564592635,0.0,0.7182121695541197,0.0,161.97371564592635,0.0,0.7182121695541197,0.0,2.8722576149325296,0.981577070632725,0.7494985397372927,0.7182121695541197,9.070528076171875,409.7728149728279
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,5.2795975352709466,0.8780187768936157,0.4073860953450203,0.0,2.4239885020256042,0.0,1000.0,0.0,0.0,58.291608276367185,0.0,7523.172974456877,0.0,0.7450044465065002,0.0,2.9381068012425704,0.0,160.613759765625,0.0,0.7121954745467473,0.0,160.613759765625,0.0,0.7121954745467473,0.0,2.9381068012425704,1.0029743907311257,0.7450044465065002,0.7121954745467473,8.03068798828125,376.15864872284385
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,5.2795975352709466,0.878359377026558,0.4067194917798042,0.0,2.0048120563680474,0.0,1000.0,0.0,0.0,13.139304486188022,0.0,7757.2128303589125,0.0,0.7852856462652033,0.0,2.976242913965999,0.0,154.64366982199928,0.0,0.6847055564641163,0.0,154.64366982199928,0.0,0.6847055564641163,0.0,2.976242913965999,1.0094595053912203,0.7852856462652033,0.6847055564641163,3.4021607360839843,170.65868226789607
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,5.2795975352709466,0.8780695776939392,0.4079328847527504,0.0,2.6016108274459837,0.0,1000.0,0.0,0.0,62.77490921020508,0.0,6971.070033049407,0.0,0.7772761821746826,0.0,3.0369260318106055,0.0,153.20647048950195,0.0,0.6797366375903227,0.0,153.20647048950195,0.0,0.6797366375903227,0.0,3.0369260318106055,1.0337800015422647,0.7772761821746826,0.6797366375903227,6.128258819580078,278.8428013219763
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,5.301046951154739,0.877827779173851,0.40891338872909544,0.0,2.253897501155734,0.0,1000.0,0.0,0.0,73.34699654579163,0.0,7371.793053843598,0.0,0.7644422519952059,0.0,3.1165644691271326,0.0,152.56901931762695,0.0,0.6763717649577572,0.0,152.56901931762695,0.0,0.6763717649577572,0.0,3.1165644691271326,1.08619358521044,0.7644422519952059,0.6763717649577572,9.764417236328125,471.79475544599023
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,5.3846749737679955,0.8778371775150299,0.40926259207725524,0.0,2.3283900293436917,0.0,1000.0,0.0,0.0,49.31310913779519,0.0,7154.995521066178,0.0,0.706943540410562,0.0,3.1732940971129118,0.0,157.72154097123578,0.0,0.6994044250290987,0.0,157.72154097123578,0.0,0.6994044250290987,0.0,3.1732940971129118,1.1095131871137593,0.706943540410562,0.6994044250290987,6.939747802734375,314.81980292691185
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,5.597159837143551,0.8774569767713547,0.4107658989429474,0.0,2.6806654554346334,0.0,1000.0,0.0,0.0,70.14773153222126,0.0,6944.64260679296,0.0,0.7321939235148223,0.0,3.2260508670105463,0.0,152.76558121390966,0.0,0.6775669010957358,0.0,152.76558121390966,0.0,0.6775669010957358,0.0,3.2260508670105463,1.1335874605959606,0.7321939235148223,0.6775669010957358,7.027216735839843,319.4535599124761
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,5.782244845295467,0.8774739784002304,0.41109989696741106,0.0,2.101252043619752,0.0,1000.0,0.0,0.0,18.724373161792755,0.0,7510.26389039766,0.0,0.7184056397527456,0.0,3.2710731301017044,0.0,152.79741287231445,0.0,0.6773184572476343,0.0,152.79741287231445,0.0,0.6773184572476343,0.0,3.2710731301017044,1.141984297895783,0.7184056397527456,0.6773184572476343,4.889517211914063,240.32844449272514
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,5.782244845295467,0.877002179145813,0.4129631877541542,0.0,2.9242094916601977,0.0,1000.0,0.0,0.0,91.31745870908101,0.0,6694.192677494117,0.0,0.7867629329363505,0.0,3.3495614265429525,0.0,143.52930323282877,0.0,0.6365464583710042,0.0,143.52930323282877,0.0,0.6365464583710042,0.0,3.3495614265429525,1.18003008187599,0.7867629329363505,0.6365464583710042,6.889406555175781,321.3212485197176
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,5.782244845295467,0.8771627784967423,0.4131651315689087,0.0,2.2406860325071545,0.0,1000.0,0.0,0.0,36.05911795298258,0.0,7350.545184816379,0.0,0.6949441184600195,0.0,3.4029011089577597,0.0,151.79617394341363,0.0,0.6736321286441163,0.0,151.79617394341363,0.0,0.6736321286441163,0.0,3.4029011089577597,1.191094690214498,0.6949441184600195,0.6736321286441163,5.464662261962891,264.6196266533897
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,5.835394257214209,0.8763483774662018,0.4156799227595329,0.0,2.6119956178100487,0.0,1000.0,0.0,0.0,117.79466207403885,0.0,7157.323883667884,0.0,0.7418136769219449,0.0,3.54632754917985,0.0,145.5834322477642,0.0,0.6453333487947119,0.0,145.5834322477642,0.0,0.6453333487947119,0.0,3.54632754917985,1.2101761320078777,0.7418136769219449,0.6453333487947119,11.064340850830078,543.9566151587592
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,5.835394257214209,0.8765137771368027,0.4156633470058441,0.0,2.3378574900005176,0.0,1000.0,0.0,0.0,49.55943397853685,0.0,7348.129211957321,0.0,0.701457458993663,0.0,3.6069142683112156,0.0,147.804303376571,0.0,0.6549717704401697,0.0,147.804303376571,0.0,0.6549717704401697,0.0,3.6069142683112156,1.229268937498568,0.701457458993663,0.6549717704401697,6.798997955322266,338.0139437500368
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,5.835394257214209,0.8762431783676148,0.41674275511503217,0.0,2.6998923818270364,0.0,1000.0,0.0,0.0,80.17143106460571,0.0,7052.426497848421,0.0,0.7381330554684004,0.0,3.6726080795635907,0.0,142.56513468424478,0.0,0.6317388192723977,0.0,142.56513468424478,0.0,0.6317388192723977,0.0,3.6726080795635907,1.255694548463931,0.7381330554684004,0.6317388192723977,6.84312646484375,338.51647189672417
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,6.3133003124422595,0.8758593776226044,0.4187598359584808,0.0,2.531243947836069,0.0,1000.0,0.0,0.0,71.55587959289551,0.0,6987.107247690738,0.0,0.7272852338277377,0.0,3.749000746447908,0.0,142.00310575045071,0.0,0.629862262984468,0.0,142.00310575045071,0.0,0.629862262984468,0.0,3.749000746447908,1.2755249233808512,0.7272852338277377,0.629862262984468,7.384161499023437,363.32957687991836
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,6.3133003124422595,0.8759117774963379,0.41876568454504015,0.0,2.265022042393684,0.0,1000.0,0.0,0.0,39.26450428962708,0.0,7109.84414242425,0.0,0.7409896641969681,0.0,3.807174071141484,0.0,140.7281120300293,0.0,0.6246110085162118,0.0,140.7281120300293,0.0,0.6246110085162118,0.0,3.807174071141484,1.2832990872965393,0.7409896641969681,0.6246110085162118,5.629124481201172,284.39376569697004
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,6.3133003124422595,0.875795577287674,0.4197277178764343,0.0,2.305597761581684,0.0,1000.0,0.0,0.0,65.33429981100149,0.0,7270.626468637495,0.0,0.6987847881070499,0.0,3.8982915864098624,0.0,144.04909804771685,0.0,0.6385331326339176,0.0,144.04909804771685,0.0,0.6385331326339176,0.0,3.8982915864098624,1.2951178725532408,0.6987847881070499,0.6385331326339176,8.354847686767577,421.6963351809747
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,6.791206367670311,0.8753153785467148,0.42189973294734956,0.0,2.2385737793786187,0.0,1000.0,0.0,0.0,81.40921096801758,0.0,7296.735382963633,0.0,0.7346372774669102,0.0,4.007446561521893,0.0,138.5725110735212,0.0,0.614373537231979,0.0,138.5725110735212,0.0,0.614373537231979,0.0,4.007446561521893,1.3016073982535399,0.7346372774669102,0.614373537231979,9.700075775146484,510.7714768074543
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,6.791206367670311,0.8753419785499573,0.42205690586566924,0.0,2.3439159329448427,0.0,1000.0,0.0,0.0,61.01336506434849,0.0,7485.740583007989,0.0,0.7392736503056118,0.0,4.100027741849091,0.0,137.93490655081612,0.0,0.6112288454202669,0.0,137.93490655081612,0.0,0.6112288454202669,0.0,4.100027741849091,1.309707018875992,0.7392736503056118,0.6112288454202669,7.724354766845703,419.2014726484474
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,6.791206367670311,0.8754649775028229,0.422271807551384,0.0,2.492101090294974,0.0,1000.0,0.0,0.0,41.60167135511126,0.0,6866.4661299622685,0.0,0.7050661934273583,0.0,4.135777807568819,0.0,141.18846675327845,0.0,0.6252019414982387,0.0,141.18846675327845,0.0,0.6252019414982387,0.0,4.135777807568819,1.3123791653240915,0.7050661934273583,0.6252019414982387,3.9532770690917967,192.26105163894354
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,6.791206367670311,0.875240177989006,0.4234126709699631,0.0,2.4507591387499934,0.0,1000.0,0.0,0.0,59.099944404933765,0.0,7057.440131956303,0.0,0.7090857793455538,0.0,4.190839492855585,0.0,138.4752197265625,0.0,0.6141949584656813,0.0,138.4752197265625,0.0,0.6141949584656813,0.0,4.190839492855585,1.3229694239537066,0.7090857793455538,0.6141949584656813,6.369860107421875,324.64224606999
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,6.791206367670311,0.8747887777090073,0.42553041702508926,0.0,3.0597706566686216,0.0,1000.0,0.0,0.0,94.31138030342434,0.0,6953.240078958628,0.0,0.7668486703997073,0.0,4.253963177967629,0.0,136.17819810950238,0.0,0.6037039651026601,0.0,136.17819810950238,0.0,0.6037039651026601,0.0,4.253963177967629,1.3324966728793592,0.7668486703997073,0.6037039651026601,6.26419711303711,319.8490436320969
