algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,6.791206367670311,0.8745939768552781,0.4262723404765129,0.0,2.385896322131157,0.0,1000.0,0.0,0.0,72.3596647898356,0.0,7480.688382341166,0.0,0.712944749991099,0.0,4.333171681437758,0.0,138.34620869954426,0.0,0.6129158230487967,0.0,138.34620869954426,0.0,0.6129158230487967,0.0,4.333171681437758,1.3218943689131157,0.712944749991099,0.6129158230487967,8.300772521972656,448.84130294047003
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,6.791206367670311,0.8741455780267715,0.4284434142112732,0.0,2.6167276943171465,0.0,1000.0,0.0,0.0,85.76813648365162,0.0,7086.128056437024,0.0,0.7024560857702185,0.0,4.41193736006723,0.0,137.22563793041087,0.0,0.6083627086203351,0.0,137.22563793041087,0.0,0.6083627086203351,0.0,4.41193736006723,1.3112015288843641,0.7024560857702185,0.6083627086203351,7.4101844482421875,382.65091504759937
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,6.791206367670311,0.8739703779220581,0.4294094861745834,0.0,2.483050231422697,0.0,1000.0,0.0,0.0,72.12075764792306,0.0,8001.265042473307,0.0,0.7647092406238828,0.0,4.496552211654458,0.0,135.60959243774414,0.0,0.6014263374037443,0.0,135.60959243774414,0.0,0.6014263374037443,0.0,4.496552211654458,1.2909253322482124,0.7647092406238828,0.6014263374037443,7.594137176513672,448.0708423785053
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.120867436640629,0.8736385776996612,0.43116412860155107,0.0,2.6394540309906005,0.0,1000.0,0.0,0.0,88.87779858907064,0.0,7320.974726696573,0.0,0.7156093647082646,0.0,4.579441938051963,0.0,137.2698547363281,0.0,0.6088796178485895,0.0,137.2698547363281,0.0,0.6088796178485895,0.0,4.579441938051963,1.2745335816397603,0.7156093647082646,0.6088796178485895,8.236191284179688,439.25848360179447
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.120867436640629,0.873433377623558,0.4324884631037712,0.0,2.767820601877959,0.0,1000.0,0.0,0.0,102.83573482347572,0.0,7183.036215261181,0.0,0.7278510332107544,0.0,4.625511879642111,0.0,135.2661776335343,0.0,0.6002290721471659,0.0,135.2661776335343,0.0,0.6002290721471659,0.0,4.625511879642111,1.2739118615257183,0.7278510332107544,0.6002290721471659,6.222244171142578,330.4196659020143
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.120867436640629,0.8730417786836624,0.43425229901075363,0.0,2.631703265251652,0.0,1000.0,0.0,0.0,92.41656026532573,0.0,7258.397494393713,0.0,0.7043893241113232,0.0,4.678319804406434,0.0,135.9598137640184,0.0,0.6031172868764335,0.0,135.9598137640184,0.0,0.6031172868764335,0.0,4.678319804406434,1.2833547338730626,0.7043893241113232,0.6031172868764335,8.42950845336914,450.0206446524102
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.120867436640629,0.8727641783952713,0.43614609324932097,0.0,2.9629705304449256,0.0,1000.0,0.0,0.0,87.6107068495317,0.0,6931.470136491702,0.0,0.7173322249542583,0.0,4.717224819300338,0.0,135.8791170987216,0.0,0.6021847203716318,0.0,135.8791170987216,0.0,0.6021847203716318,0.0,4.717224819300338,1.2845352092528841,0.7173322249542583,0.6021847203716318,5.97868115234375,304.98468600563496
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.120867436640629,0.872484778046608,0.43771486103534696,0.0,2.865679248519566,0.0,1000.0,0.0,0.0,79.7076130742612,0.0,7289.5518074838965,0.0,0.6962082696997601,0.0,4.7653984958287126,0.0,135.71143042522928,0.0,0.6015242072980279,0.0,135.71143042522928,0.0,0.6015242072980279,0.0,4.7653984958287126,1.2795516677775358,0.6962082696997601,0.6015242072980279,6.242725799560547,335.31938314425923
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,7.120867436640629,0.8717639781236649,0.4411693176031113,0.0,2.7310342271077004,0.0,1000.0,0.0,0.0,116.33108821668122,0.0,7352.147272039062,0.0,0.7346455815591311,0.0,4.853312926284877,0.0,135.41904971474096,0.0,0.600332368533536,0.0,135.41904971474096,0.0,0.600332368533536,0.0,4.853312926284877,1.2598379149230936,0.7346455815591311,0.600332368533536,10.291847778320312,558.7631926749689
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,7.120867436640629,0.8711165782213212,0.4440091012120247,0.0,3.080791547894478,0.0,1000.0,0.0,0.0,154.32589101791382,0.0,7436.838044700687,0.0,0.7275604736059904,0.0,4.931158233637555,0.0,135.58789348602295,0.0,0.6014757940185791,0.0,135.58789348602295,0.0,0.6014757940185791,0.0,4.931158233637555,1.239027947607333,0.7275604736059904,0.6014757940185791,8.67762518310547,475.95763486084394
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,7.120867436640629,0.8710113773345948,0.4451397223472595,0.0,2.970448250770569,0.0,1000.0,0.0,0.0,83.19698181152344,0.0,7539.456888903915,0.0,0.7133606994152069,0.0,4.980966773804999,0.0,135.43016540527344,0.0,0.6002290721471661,0.0,135.43016540527344,0.0,0.6002290721471661,0.0,4.980966773804999,1.2276705016968767,0.7133606994152069,0.6002290721471661,6.771508270263672,376.97284444519573
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.394238617246019,0.8709161784648896,0.4462139855623245,0.0,2.740722871962048,0.0,1000.0,0.0,0.0,78.31986481802804,0.0,6718.12509334281,0.0,0.7093947047278994,0.0,5.006975034569266,0.0,136.16275387718565,0.0,0.6031926840071797,0.0,136.16275387718565,0.0,0.6031926840071797,0.0,5.006975034569266,1.2382574147892424,0.7093947047278994,0.6031926840071797,5.718835662841797,282.16125392039805
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,7.394238617246019,0.8701071776151658,0.45020334857702254,0.0,3.0720629222465283,0.0,1000.0,0.0,0.0,125.9229946714459,0.0,7224.888690119333,0.0,0.7281849727486119,0.0,5.0720460749007,0.0,135.45875919226444,0.0,0.6002290721471661,0.0,135.45875919226444,0.0,0.6002290721471661,0.0,5.0720460749007,1.2265011026880386,0.7281849727486119,0.6002290721471661,8.940278106689453,476.84265354787595
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,114,7.394238617246019,0.8699369785785676,0.45158647012710573,0.0,2.8438911026921767,0.0,1000.0,0.0,0.0,109.7314584666285,0.0,7466.7840460769,0.0,0.7090837893814876,0.0,5.121752989435549,0.0,135.57758673306168,0.0,0.6008120879989682,0.0,135.57758673306168,0.0,0.6008120879989682,0.0,5.121752989435549,1.219898399467083,0.7090837893814876,0.6008120879989682,7.863500030517578,433.0734746724602
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,115,7.394238617246019,0.8696501792669297,0.4533583503961563,0.0,2.787415553416525,0.0,1000.0,0.0,0.0,92.97034467969623,0.0,7451.032065330539,0.0,0.7075809729950768,0.0,5.172786674673065,0.0,135.41814041137695,0.0,0.600229072147166,0.0,135.41814041137695,0.0,0.600229072147166,0.0,5.172786674673065,1.2090409704724951,0.7075809729950768,0.600229072147166,7.58341586303711,417.2577956585103
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,116,7.394238617246019,0.8689257786273956,0.4569868859052658,0.0,3.0807907436833237,0.0,1000.0,0.0,0.0,151.01457746101147,0.0,6992.8140501169855,0.0,0.7205901362679221,0.0,5.225355704082365,0.0,135.48828587387547,0.0,0.6002290721471661,0.0,135.48828587387547,0.0,0.6002290721471661,0.0,5.225355704082365,1.2042127057322176,0.7205901362679221,0.6002290721471661,8.942226867675782,461.525727307721
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,117,7.394238617246019,0.8687435779571533,0.4585693381428719,0.0,2.9719683155417442,0.0,1000.0,0.0,0.0,84.17995993296306,0.0,7234.117582813924,0.0,0.7180200243989626,0.0,5.272374563403393,0.0,135.5928554534912,0.0,0.6004832705752926,0.0,135.5928554534912,0.0,0.6004832705752926,0.0,5.272374563403393,1.1815812267771455,0.7180200243989626,0.6004832705752926,6.5084570617675785,347.23764397506835
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,118,7.5327106005066415,0.8678123768568039,0.4634790148735046,0.0,3.300819908418963,0.0,1000.0,0.0,0.0,170.4047612836284,0.0,6480.085463738892,0.0,0.7096622086340382,0.0,5.3141968135176425,0.0,135.32832680979084,0.0,0.6002290721471659,0.0,135.32832680979084,0.0,0.6002290721471659,0.0,5.3141968135176425,1.1744374987641863,0.7096622086340382,0.6002290721471659,8.390356262207032,401.7652987518114
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,119,7.5327106005066415,0.8680387774705887,0.4628436427116394,0.0,2.6019168297449746,0.0,1000.0,0.0,0.0,87.64329727490743,0.0,7949.050459223447,0.0,0.7178009152412415,0.0,5.348081087543655,0.0,135.2384179433187,0.0,0.6002290721471661,0.0,135.2384179433187,0.0,0.6002290721471661,0.0,5.348081087543655,1.1685735072442498,0.7178009152412415,0.6002290721471661,6.491444061279297,381.5544220427255
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,120,7.5327106005066415,0.8674405782222748,0.46670091497898103,0.0,3.0845160260796547,0.0,1000.0,0.0,0.0,136.72689747810364,0.0,7554.695099325234,0.0,0.6906981877982616,0.0,5.3942766816607275,0.0,135.57596588134766,0.0,0.6012111718584617,0.0,135.57596588134766,0.0,0.6012111718584617,0.0,5.3942766816607275,1.1636957185226209,0.6906981877982616,0.6012111718584617,8.67686181640625,483.500486356815
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,121,7.5327106005066415,0.8668499764204025,0.4700013802051544,0.0,3.247114136301238,0.0,1000.0,0.0,0.0,128.23783742970434,0.0,6894.855344567223,0.0,0.7082202054303268,0.0,5.428171952971483,0.0,135.80270596208243,0.0,0.6016632259935718,0.0,135.80270596208243,0.0,0.6016632259935718,0.0,5.428171952971483,1.1698147062896251,0.7082202054303268,0.6016632259935718,7.876556945800782,399.9016099848989
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,122,7.5327106005066415,0.866656177520752,0.4714883085489273,0.0,3.489701427911457,0.0,1000.0,0.0,0.0,90.6154556274414,0.0,7350.5219254775775,0.0,0.7454453832224796,0.0,5.44974701799946,0.0,135.26843823884664,0.0,0.600229072147166,0.0,135.26843823884664,0.0,0.600229072147166,0.0,5.44974701799946,1.1752911838623188,0.7454453832224796,0.600229072147166,5.140200653076172,279.31983316814797
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,123,7.5327106005066415,0.8665245792865753,0.4737824173569679,0.0,3.5103069613961613,0.0,1000.0,0.0,0.0,82.3158270891975,0.0,6917.812752227258,0.0,0.7248476866413566,0.0,5.465995823877213,0.0,135.40078555836396,0.0,0.6002290721471661,0.0,135.40078555836396,0.0,0.6002290721471661,0.0,5.465995823877213,1.1829559283818045,0.7248476866413566,0.6002290721471661,4.603626708984375,235.20563357572678
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,124,7.5327106005066415,0.8666603778600692,0.47367924731969835,0.0,2.554580836192421,0.0,1000.0,0.0,0.0,67.01437593543011,0.0,8471.248828253238,0.0,0.7019681023514789,0.0,5.508306006477669,0.0,135.50654668393344,0.0,0.6002290721471659,0.0,135.50654668393344,0.0,0.6002290721471659,0.0,5.508306006477669,1.155952376653487,0.7019681023514789,0.6002290721471659,6.233301147460938,389.67744609964893
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,125,7.5327106005066415,0.8665131793022156,0.474506792485714,0.0,2.663143767250909,0.0,1000.0,0.0,0.0,78.53449786150897,0.0,8037.290202335121,0.0,0.7039292962462814,0.0,5.54925952076289,0.0,135.36116423430266,0.0,0.600229072147166,0.0,135.36116423430266,0.0,0.600229072147166,0.0,5.54925952076289,1.1326068914765748,0.7039292962462814,0.600229072147166,7.309502868652344,434.0136709260965
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,126,7.5327106005066415,0.866291778922081,0.4767579808831215,0.0,3.1713338776638635,0.0,1000.0,0.0,0.0,75.72653278551604,0.0,7451.952660377189,0.0,0.7402940016043814,0.0,5.568664718731907,0.0,135.29489697908102,0.0,0.600229072147166,0.0,135.29489697908102,0.0,0.600229072147166,0.0,5.568664718731907,1.1383939106208016,0.7402940016043814,0.600229072147166,5.141206085205078,283.17420109433317
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,127,7.5327106005066415,0.8658141766786576,0.48068335968256,0.0,3.551803307099776,0.0,1000.0,0.0,0.0,114.4239318154075,0.0,7676.522937935622,0.0,0.7123756246133284,0.0,5.603566831481433,0.0,135.36588287353516,0.0,0.6002290721471659,0.0,135.36588287353516,0.0,0.6002290721471659,0.0,5.603566831481433,1.1184189610697504,0.7123756246133284,0.6002290721471659,5.956098846435546,337.76700926916743
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,128,7.5327106005066415,0.866151377916336,0.4794151529073715,0.0,2.5869710915967037,0.0,1000.0,0.0,0.0,53.51109313964844,0.0,9132.81044605627,0.0,0.7340954228451377,0.0,5.633333654072104,0.0,135.54734802246094,0.0,0.600229072147166,0.0,135.54734802246094,0.0,0.600229072147166,0.0,5.633333654072104,1.1074018310689042,0.7340954228451377,0.600229072147166,5.1507992248535155,347.0467969501383
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,129,7.5327106005066415,0.8657413787841797,0.4821464300751686,0.0,2.699145333333449,0.0,1000.0,0.0,0.0,102.91142145792644,0.0,8949.953727710685,0.0,0.7147595476020466,0.0,5.673256648346874,0.0,135.29245041355944,0.0,0.6002290721471661,0.0,135.29245041355944,0.0,0.6002290721471661,0.0,5.673256648346874,1.1009667123016311,0.7147595476020466,0.6002290721471661,8.929301727294922,590.6969460289052
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,130,7.5327106005066415,0.8653291786909103,0.4854885641336441,0.0,3.437171357018607,0.0,1000.0,0.0,0.0,114.18164789109002,0.0,7723.55636682532,0.0,0.7423447143463862,0.0,5.701970483449991,0.0,135.5324954078311,0.0,0.6002290721471659,0.0,135.5324954078311,0.0,0.6002290721471659,0.0,5.701970483449991,1.0948007879625745,0.7423447143463862,0.6002290721471659,5.692364807128906,324.38936740666344
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,131,7.5327106005066415,0.8650023776292801,0.4874198077917099,0.0,3.3118363391785395,0.0,1000.0,0.0,0.0,98.44099698747907,0.0,8008.925900157377,0.0,0.699991314184098,0.0,5.730407146602731,0.0,135.51078360421317,0.0,0.6002290721471659,0.0,135.51078360421317,0.0,0.6002290721471659,0.0,5.730407146602731,1.087128206095083,0.699991314184098,0.6002290721471659,5.691452911376953,336.3748878066099
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,132,7.594607224334512,0.8642573771476746,0.4912565250396729,0.0,3.1252767427100077,0.0,1000.0,0.0,0.0,160.33933660719129,0.0,7720.811297336648,0.0,0.7160970229241583,0.0,5.7744556242040534,0.0,135.38900417751736,0.0,0.600229072147166,0.0,135.38900417751736,0.0,0.600229072147166,0.0,5.7744556242040534,1.0760312808713188,0.7160970229241583,0.600229072147166,9.74800830078125,555.8984134082386
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,133,7.671182583767264,0.8634419786930084,0.4967696993350983,0.0,3.6701891510574907,0.0,1000.0,0.0,0.0,155.67623590540003,0.0,7559.460073696116,0.0,0.7075588934951358,0.0,5.815914949159569,0.0,135.3308597140842,0.0,0.600229072147166,0.0,135.3308597140842,0.0,0.600229072147166,0.0,5.815914949159569,1.046283088309132,0.7075588934951358,0.600229072147166,7.3078664245605465,408.2108439795902
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,134,7.671182583767264,0.8634879794120789,0.4982114996314049,0.0,2.958563286325206,0.0,1000.0,0.0,0.0,74.16908131475034,0.0,8173.9756365071635,0.0,0.6680345198382502,0.0,5.84482277007064,0.0,135.3765471085258,0.0,0.6002290721471659,0.0,135.3765471085258,0.0,0.6002290721471659,0.0,5.84482277007064,1.029733849791107,0.6680345198382502,0.6002290721471659,6.227321166992187,376.00287927932953
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,135,7.671182583767264,0.8630523787736892,0.5004926863908767,0.0,3.0424515988145555,0.0,1000.0,0.0,0.0,116.1018785749163,0.0,7537.8949384105945,0.0,0.6833837532571384,0.0,5.870074829117721,0.0,135.46510314941406,0.0,0.600229072147166,0.0,135.46510314941406,0.0,0.600229072147166,0.0,5.870074829117721,1.039532546693509,0.6833837532571384,0.600229072147166,7.586045776367188,422.12211655099327
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,136,7.671182583767264,0.8628025782108307,0.503664036154747,0.0,3.046660674029383,0.0,1000.0,0.0,0.0,157.7484046015246,0.0,8113.744039862139,0.0,0.7035235968129389,0.0,5.89813712986224,0.0,135.21755192197602,0.0,0.600229072147166,0.0,135.21755192197602,0.0,0.600229072147166,0.0,5.89813712986224,1.0417195767987917,0.7035235968129389,0.600229072147166,7.84261801147461,470.5971543120041
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,137,7.80056541109219,0.8617435785531997,0.5117641503810882,0.0,3.7056133689418917,0.0,1000.0,0.0,0.0,187.72312681136592,0.0,6832.778179154446,0.0,0.6724306835282233,0.0,5.930484149127296,0.0,135.33730980657762,0.0,0.6002290721471659,0.0,135.33730980657762,0.0,0.6002290721471659,0.0,5.930484149127296,1.0418164335557627,0.6724306835282233,0.6002290721471659,8.390913208007813,423.63224710757567
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,138,7.80056541109219,0.8612489769458771,0.5139598854184151,0.0,3.6649103355407715,0.0,1000.0,0.0,0.0,157.7561312866211,0.0,8094.582086614599,0.0,0.7330567932128906,0.0,5.961040823390155,0.0,135.32835021972656,0.0,0.6002290721471661,0.0,135.32835021972656,0.0,0.6002290721471661,0.0,5.961040823390155,1.033139891387115,0.7330567932128906,0.6002290721471661,6.7664175109863285,404.7291043307299
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,139,7.80056541109219,0.8604447796344757,0.5187063654065132,0.0,3.2943016951148576,0.0,1000.0,0.0,0.0,185.4406880559148,0.0,7834.692671129683,0.0,0.6828100230242755,0.0,6.001677559789089,0.0,135.43568420410156,0.0,0.600229072147166,0.0,135.43568420410156,0.0,0.600229072147166,0.0,6.001677559789089,1.0243859907352766,0.6828100230242755,0.600229072147166,10.022240631103516,579.7672576635965
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,140,7.80056541109219,0.8605835787057876,0.5188600108623505,0.0,2.892642612640674,0.0,1000.0,0.0,0.0,103.64130680377667,0.0,8255.375015347117,0.0,0.7136053402836506,0.0,6.024702803251101,0.0,135.38815601055438,0.0,0.600229072147166,0.0,135.38815601055438,0.0,0.600229072147166,0.0,6.024702803251101,1.030659742607815,0.7136053402836506,0.600229072147166,7.040184112548828,429.2795007980501
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,141,7.9390373943528125,0.8597969793081284,0.5257341527938842,0.0,3.8487538957595824,0.0,1000.0,0.0,0.0,156.65854919433593,0.0,8404.93481219815,0.0,0.7472148239612579,0.0,6.048158223554932,0.0,135.47814392089845,0.0,0.6002290721471661,0.0,135.47814392089845,0.0,0.6002290721471661,0.0,6.048158223554932,1.031412567369224,0.7472148239612579,0.6002290721471661,6.773907196044922,420.2467406099074
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,142,7.9390373943528125,0.8598873790502548,0.5271579366922379,0.0,3.171984467994083,0.0,1000.0,0.0,0.0,106.3183991692283,0.0,7885.910116274869,0.0,0.6687462197786028,0.0,6.082207441651668,0.0,135.37694757634944,0.0,0.6002290721471659,0.0,135.37694757634944,0.0,0.6002290721471659,0.0,6.082207441651668,0.9883618535684882,0.6687462197786028,0.6002290721471659,5.956585693359375,346.9800451160942
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,143,7.9390373943528125,0.8599351780414581,0.5277080982923508,0.0,3.025448781748613,0.0,1000.0,0.0,0.0,96.23964754740398,0.0,8711.865428837016,0.0,0.6684179939329624,0.0,6.104316549523986,0.0,135.55051612854004,0.0,0.6002290721471661,0.0,135.55051612854004,0.0,0.6002290721471661,0.0,6.104316549523986,0.9899376556836909,0.6684179939329624,0.6002290721471661,6.506424774169922,418.1695405841768
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,144,7.9390373943528125,0.8593201788663865,0.5308871430754661,0.0,3.4071808407704034,0.0,1000.0,0.0,0.0,123.64915529886882,0.0,8278.224406670977,0.0,0.7052768816550573,0.0,6.140197983574797,0.0,135.61301231384277,0.0,0.6002290721471661,0.0,135.61301231384277,0.0,0.6002290721471661,0.0,6.140197983574797,0.9466941141385998,0.7052768816550573,0.6002290721471661,6.5094245910644535,397.35477152020695
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,145,7.9390373943528125,0.8592415783405304,0.5324100599884987,0.0,3.1901348403521945,0.0,1000.0,0.0,0.0,119.23404829842704,0.0,8358.457843302172,0.0,0.6760464800255639,0.0,6.169465560629593,0.0,135.53390066964286,0.0,0.600229072147166,0.0,135.53390066964286,0.0,0.600229072147166,0.0,6.169465560629593,0.9373047495313674,0.6760464800255639,0.600229072147166,7.5898984375,468.07363922492164
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,146,7.9390373943528125,0.8591613773107528,0.533300697505474,0.0,3.083445942920187,0.0,1000.0,0.0,0.0,100.71336563773777,0.0,9026.546527804647,0.0,0.6909051822579425,0.0,6.196264313818747,0.0,135.26546843155572,0.0,0.6002290721471659,0.0,135.26546843155572,0.0,0.6002290721471659,0.0,6.196264313818747,0.9211674546916031,0.6909051822579425,0.6002290721471659,6.222211547851563,415.22114027901387
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,147,7.9390373943528125,0.8579517775774002,0.5395321300029755,0.0,3.4953233429363797,0.0,1000.0,0.0,0.0,180.92398376464843,0.0,8445.700962168967,0.0,0.7420771700995309,0.0,6.229705845807184,0.0,135.49709080287388,0.0,0.600229072147166,0.0,135.49709080287388,0.0,0.600229072147166,0.0,6.229705845807184,0.9167369285288852,0.7420771700995309,0.600229072147166,9.484796356201171,591.1990673518276
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,148,7.9390373943528125,0.8578005782365798,0.5423292493820191,0.0,3.662559222091328,0.0,1000.0,0.0,0.0,119.29716318303889,0.0,7637.74272337477,0.0,0.7233933996070515,0.0,6.248261035757279,0.0,135.40072285045278,0.0,0.6002290721471659,0.0,135.40072285045278,0.0,0.6002290721471659,0.0,6.248261035757279,0.9200217466593383,0.7233933996070515,0.6002290721471659,5.957631805419922,336.06067982849004
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,149,7.9390373943528125,0.8575047767162323,0.5449452633857728,0.0,3.3128140590020587,0.0,1000.0,0.0,0.0,130.51523072378976,0.0,9032.697659780513,0.0,0.6941194257565907,0.0,6.272630667307094,0.0,135.31981549944197,0.0,0.600229072147166,0.0,135.31981549944197,0.0,0.600229072147166,0.0,6.272630667307094,0.920161068160695,0.6941194257565907,0.600229072147166,7.57790966796875,505.8310689477087
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,150,7.9390373943528125,0.857510978937149,0.5461091957092286,0.0,3.2819919711665104,0.0,1000.0,0.0,0.0,75.78018630178352,0.0,8682.261690138022,0.0,0.7443640263457048,0.0,6.293484315983507,0.0,135.2159552323191,0.0,0.600229072147166,0.0,135.2159552323191,0.0,0.600229072147166,0.0,6.293484315983507,0.9034737400631392,0.7443640263457048,0.600229072147166,5.138206298828125,329.92594422524485
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,151,7.9390373943528125,0.8567051795721055,0.551308056473732,0.0,3.460944110347379,0.0,1000.0,0.0,0.0,162.1016119680097,0.0,9014.378055352643,0.0,0.761917398821923,0.0,6.318572379476593,0.0,135.37423016948085,0.0,0.6002290721471659,0.0,135.37423016948085,0.0,0.6002290721471659,0.0,6.318572379476593,0.9083603289959296,0.761917398821923,0.6002290721471659,8.393202270507812,558.8914394318639
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,152,8.077509377613435,0.8566973786354065,0.5535357538461685,0.0,3.704305166006088,0.0,1000.0,0.0,0.0,111.34229907989501,0.0,8456.290453572583,0.0,0.7042164728045464,0.0,6.3337530176315875,0.0,135.5125831604004,0.0,0.6002290721471659,0.0,135.5125831604004,0.0,0.6002290721471659,0.0,6.3337530176315875,0.9107541168324789,0.7042164728045464,0.6002290721471659,5.420503326416016,338.25161814290334
